o_win,draw,x_win
0.198,0.802,0.0
0.20575,0.79425,0.0
0.2015,0.7985,0.0
0.19125,0.80875,0.0
0.21225,0.78775,0.0
0.20875,0.79125,0.0
0.2155,0.7845,0.0
0.22175,0.77825,0.0
0.21575,0.78425,0.0
0.2125,0.7875,0.0
0.226,0.774,0.0
0.23575,0.76425,0.0
0.227,0.773,0.0
0.243,0.757,0.0
0.245,0.755,0.0
0.246,0.754,0.0
0.25525,0.74475,0.0
0.2755,0.7245,0.0
0.2685,0.7315,0.0
0.2795,0.7205,0.0
0.27375,0.72625,0.0
0.2905,0.7095,0.0
0.291,0.709,0.0
0.29075,0.70925,0.0
0.31575,0.68425,0.0
0.3145,0.6855,0.0
0.32775,0.67225,0.0
0.341,0.659,0.0
0.33825,0.66175,0.0
0.3475,0.6525,0.0
0.3715,0.6285,0.0
0.381,0.619,0.0
0.387,0.613,0.0
0.384,0.616,0.0
0.423,0.577,0.0
0.4365,0.5635,0.0
0.45925,0.54075,0.0
0.46525,0.53475,0.0
0.47075,0.52925,0.0
0.50025,0.49975,0.0
0.51275,0.48725,0.0
0.5385,0.4615,0.0
0.56325,0.43675,0.0
0.6035,0.3965,0.0
0.63125,0.36875,0.0
0.66825,0.33175,0.0
0.693,0.307,0.0
0.7325,0.2675,0.0
0.79275,0.20725,0.0
