o_win,draw,x_win
0.354,0.646,0.0
0.3505,0.6495,0.0
0.35625,0.64375,0.0
0.36325,0.63675,0.0
0.36475,0.63525,0.0
0.36875,0.63125,0.0
0.377,0.623,0.0
0.37525,0.62475,0.0
0.39175,0.60825,0.0
0.383,0.617,0.0
0.41025,0.58975,0.0
0.3985,0.6015,0.0
0.4045,0.5955,0.0
0.42425,0.57575,0.0
0.41475,0.58525,0.0
0.423,0.577,0.0
0.43075,0.56925,0.0
0.4345,0.5655,0.0
0.4385,0.5615,0.0
0.43525,0.56475,0.0
0.45825,0.54175,0.0
0.45725,0.54275,0.0
0.468,0.532,0.0
0.4815,0.5185,0.0
0.4885,0.5115,0.0
0.487,0.513,0.0
0.50875,0.49125,0.0
0.509,0.491,0.0
0.5265,0.4735,0.0
0.52475,0.47525,0.0
0.53875,0.46125,0.0
0.5545,0.4455,0.0
0.57275,0.42725,0.0
0.5865,0.4135,0.0
0.5885,0.4115,0.0
0.605,0.395,0.0
0.605,0.395,0.0
0.6185,0.3815,0.0
0.63525,0.36475,0.0
0.64775,0.35225,0.0
0.6655,0.3345,0.0
0.68,0.32,0.0
0.6805,0.3195,0.0
0.7145,0.2855,0.0
0.7325,0.2675,0.0
0.75325,0.24675,0.0
0.747,0.253,0.0
0.786,0.214,0.0
0.8,0.2,0.0
