o_win,draw,x_win
0.005,0.995,0.0
0.0035,0.9965,0.0
0.0055,0.9945,0.0
0.012,0.988,0.0
0.007,0.993,0.0
0.004,0.996,0.0
0.0065,0.9935,0.0
0.007,0.993,0.0
0.012,0.988,0.0
0.015,0.985,0.0
0.009,0.991,0.0
0.0115,0.9885,0.0
0.011,0.989,0.0
0.0115,0.9885,0.0
0.0095,0.9905,0.0
0.02,0.98,0.0
0.017,0.983,0.0
0.0135,0.9865,0.0
0.02,0.98,0.0
0.0205,0.9795,0.0
0.023,0.977,0.0
0.0225,0.9775,0.0
0.0295,0.9705,0.0
0.0265,0.9735,0.0
0.0335,0.9665,0.0
0.035,0.965,0.0
0.05,0.95,0.0
0.0515,0.9485,0.0
0.0595,0.9405,0.0
0.0705,0.9295,0.0
0.0865,0.9135,0.0
0.0945,0.9055,0.0
0.1085,0.8915,0.0
0.132,0.868,0.0
0.151,0.849,0.0
0.169,0.831,0.0
0.224,0.776,0.0
0.254,0.746,0.0
0.2805,0.7195,0.0
0.3765,0.6235,0.0
0.4415,0.5585,0.0
0.491,0.509,0.0
0.5745,0.4255,0.0
0.65,0.35,0.0
0.696,0.304,0.0
0.753,0.247,0.0
0.773,0.227,0.0
0.7915,0.2085,0.0
0.8,0.2,0.0
