o_win,draw,x_win
0.47325,0.124,0.40275
0.4625,0.1285,0.409
0.4745,0.12975,0.39575
0.4635,0.136,0.4005
0.46225,0.13075,0.407
0.47475,0.12375,0.4015
0.463,0.1265,0.4105
0.46525,0.1205,0.41425
0.45425,0.14425,0.4015
0.464,0.12825,0.40775
0.46825,0.13925,0.3925
0.44725,0.1295,0.42325
0.4595,0.138,0.4025
0.44725,0.13075,0.422
0.451,0.12625,0.42275
0.463,0.1215,0.4155
0.4625,0.13475,0.40275
0.44075,0.131,0.42825
0.45225,0.1365,0.41125
0.45,0.11825,0.43175
0.44175,0.12375,0.4345
0.4415,0.12925,0.42925
0.4425,0.12775,0.42975
0.4405,0.12225,0.43725
0.4285,0.11875,0.45275
0.41875,0.12675,0.4545
0.409,0.13625,0.45475
0.41525,0.12875,0.456
0.42075,0.122,0.45725
0.41775,0.1205,0.46175
0.40225,0.125,0.47275
0.40975,0.1335,0.45675
0.389,0.11625,0.49475
0.385,0.13025,0.48475
0.37375,0.13575,0.4905
0.3725,0.1315,0.496
0.37225,0.12575,0.502
0.36825,0.12425,0.5075
0.35575,0.128,0.51625
0.34975,0.13425,0.516
0.33825,0.134,0.52775
0.32675,0.13425,0.539
0.331,0.137,0.532
0.34075,0.12775,0.5315
0.30825,0.133,0.55875
0.30075,0.13575,0.5635
0.293,0.14325,0.56375
0.2905,0.12875,0.58075
0.293,0.115,0.592
