o_win,draw,x_win
0.52875,0.14,0.33125
0.5165,0.14525,0.33825
0.521,0.14075,0.33825
0.52975,0.13075,0.3395
0.509,0.14525,0.34575
0.52025,0.13475,0.345
0.52725,0.1435,0.32925
0.5255,0.14975,0.32475
0.522,0.15025,0.32775
0.522,0.1375,0.3405
0.51425,0.14075,0.345
0.52325,0.1445,0.33225
0.52325,0.13775,0.339
0.52075,0.14775,0.3315
0.51075,0.15225,0.337
0.53725,0.1425,0.32025
0.5155,0.15425,0.33025
0.5365,0.1415,0.322
0.5305,0.1355,0.334
0.5205,0.135,0.3445
0.5175,0.14475,0.33775
0.52425,0.133,0.34275
0.52025,0.14125,0.3385
0.5195,0.13675,0.34375
0.53275,0.142,0.32525
0.5075,0.1505,0.342
0.5235,0.1345,0.342
0.534,0.14575,0.32025
0.51775,0.13225,0.35
0.525,0.137,0.338
0.525,0.139,0.336
0.51975,0.1395,0.34075
0.52,0.15175,0.32825
0.5305,0.14475,0.32475
0.51775,0.13925,0.343
0.51,0.14125,0.34875
0.524,0.139,0.337
0.52675,0.13825,0.335
0.51525,0.13475,0.35
0.50875,0.1415,0.34975
0.52075,0.14375,0.3355
0.51725,0.13025,0.3525
0.518,0.139,0.343
0.51425,0.13925,0.3465
0.51225,0.13625,0.3515
0.50625,0.138,0.35575
0.49625,0.1355,0.36825
0.465,0.13375,0.40125
0.34425,0.1335,0.52225
