o_win,draw,x_win
0.541,0.136,0.323
0.52,0.14575,0.33425
0.5215,0.14525,0.33325
0.52175,0.13925,0.339
0.53375,0.131,0.33525
0.5155,0.14025,0.34425
0.5185,0.14325,0.33825
0.5195,0.12875,0.35175
0.52475,0.139,0.33625
0.533,0.13075,0.33625
0.50725,0.14625,0.3465
0.53025,0.14475,0.325
0.52525,0.13075,0.344
0.5195,0.14225,0.33825
0.5265,0.13975,0.33375
0.53275,0.1265,0.34075
0.52825,0.13925,0.3325
0.51175,0.14875,0.3395
0.52175,0.14275,0.3355
0.51775,0.146,0.33625
0.51825,0.13825,0.3435
0.50225,0.14775,0.35
0.523,0.141,0.336
0.5235,0.14175,0.33475
0.53225,0.13325,0.3345
0.50925,0.136,0.35475
0.5205,0.1415,0.338
0.527,0.135,0.338
0.5255,0.14325,0.33125
0.51625,0.135,0.34875
0.506,0.142,0.352
0.51425,0.14025,0.3455
0.5225,0.13575,0.34175
0.521,0.14325,0.33575
0.51675,0.13725,0.346
0.51425,0.13925,0.3465
0.52175,0.1335,0.34475
0.52,0.1405,0.3395
0.514,0.1305,0.3555
0.5025,0.1305,0.367
0.50575,0.14175,0.3525
0.505,0.1355,0.3595
0.502,0.1275,0.3705
0.493,0.12575,0.38125
0.492,0.1245,0.3835
0.4535,0.1405,0.406
0.42025,0.13625,0.4435
0.36375,0.1295,0.50675
0.31475,0.12775,0.5575
