alpha_rate,tau_rate,o_winrate,drawrate,x_winrate
0.1,0.1,0.8055000000000001,0.1945,0.0
0.1,0.01,0.79225,0.20775000000000002,0.0
0.1,0.001,0.8009999999999999,0.199,0.0
0.1,0.0001,0.7932500000000001,0.20675,0.0
0.1,1e-05,0.80225,0.19774999999999998,0.0
0.1,1e-06,0.796875,0.203125,0.0
0.1,1e-07,0.794625,0.20537499999999997,0.0
0.1,1e-08,0.7983750000000001,0.201625,0.0
0.1,1e-09,0.7976249999999999,0.202375,0.0
0.1,1e-10,0.796,0.20400000000000001,0.0
0.01,0.1,0.702375,0.29762500000000003,0.0
0.01,0.01,0.6906249999999999,0.30937499999999996,0.0
0.01,0.001,0.6995,0.3005,0.0
0.01,0.0001,0.6988749999999999,0.301125,0.0
0.01,1e-05,0.713125,0.286875,0.0
0.01,1e-06,0.704375,0.29562499999999997,0.0
0.01,1e-07,0.7006249999999999,0.299375,0.0
0.01,1e-08,0.701875,0.298125,0.0
0.01,1e-09,0.7,0.3,0.0
0.01,1e-10,0.698,0.302,0.0
0.001,0.1,0.17625000000000002,0.82375,0.0
0.001,0.01,0.1745,0.8255,0.0
0.001,0.001,0.16912499999999997,0.830875,0.0
0.001,0.0001,0.16175,0.8382499999999999,0.0
0.001,1e-05,0.160625,0.839375,0.0
0.001,1e-06,0.164125,0.835875,0.0
0.001,1e-07,0.16712500000000002,0.832875,0.0
0.001,1e-08,0.17112500000000003,0.828875,0.0
0.001,1e-09,0.16825,0.83175,0.0
0.001,1e-10,0.15812500000000002,0.8418749999999999,0.0
0.0001,0.1,0.09087500000000001,0.909125,0.0
0.0001,0.01,0.08325,0.91675,0.0
0.0001,0.001,0.08337499999999999,0.916625,0.0
0.0001,0.0001,0.085875,0.9141250000000001,0.0
0.0001,1e-05,0.081,0.9189999999999999,0.0
0.0001,1e-06,0.08262499999999999,0.917375,0.0
0.0001,1e-07,0.08275,0.9172499999999999,0.0
0.0001,1e-08,0.080875,0.9191250000000001,0.0
0.0001,1e-09,0.081875,0.918125,0.0
0.0001,1e-10,0.080375,0.919625,0.0
1e-05,0.1,0.083625,0.9163749999999999,0.0
1e-05,0.01,0.077875,0.922125,0.0
1e-05,0.001,0.07537500000000001,0.924625,0.0
1e-05,0.0001,0.077875,0.922125,0.0
1e-05,1e-05,0.07587500000000001,0.9241250000000001,0.0
1e-05,1e-06,0.07725,0.9227500000000001,0.0
1e-05,1e-07,0.07825,0.92175,0.0
1e-05,1e-08,0.07725000000000001,0.92275,0.0
1e-05,1e-09,0.07800000000000001,0.922,0.0
1e-05,1e-10,0.07850000000000001,0.9215,0.0
1e-06,0.1,0.0855,0.9145000000000001,0.0
1e-06,0.01,0.0795,0.9205000000000001,0.0
1e-06,0.001,0.07775000000000001,0.92225,0.0
1e-06,0.0001,0.07512500000000001,0.9248749999999999,0.0
1e-06,1e-05,0.07912500000000001,0.920875,0.0
1e-06,1e-06,0.07725000000000001,0.9227500000000001,0.0
1e-06,1e-07,0.07625000000000001,0.9237500000000001,0.0
1e-06,1e-08,0.077375,0.922625,0.0
1e-06,1e-09,0.07862500000000001,0.921375,0.0
1e-06,1e-10,0.07712500000000001,0.9228750000000001,0.0
1e-07,0.1,0.08525,0.9147500000000001,0.0
1e-07,0.01,0.07587500000000001,0.924125,0.0
1e-07,0.001,0.07562500000000001,0.9243750000000001,0.0
1e-07,0.0001,0.07812500000000001,0.921875,0.0
1e-07,1e-05,0.07700000000000001,0.9229999999999999,0.0
1e-07,1e-06,0.07600000000000001,0.9239999999999999,0.0
1e-07,1e-07,0.07587500000000001,0.9241250000000001,0.0
1e-07,1e-08,0.07687500000000001,0.923125,0.0
1e-07,1e-09,0.07762500000000001,0.922375,0.0
1e-07,1e-10,0.078625,0.9213749999999999,0.0
1e-08,0.1,0.085,0.915,0.0
1e-08,0.01,0.07837500000000001,0.9216249999999999,0.0
1e-08,0.001,0.08,0.92,0.0
1e-08,0.0001,0.07612500000000001,0.923875,0.0
1e-08,1e-05,0.07575000000000001,0.9242499999999999,0.0
1e-08,1e-06,0.07675000000000001,0.92325,0.0
1e-08,1e-07,0.07837500000000001,0.9216249999999999,0.0
1e-08,1e-08,0.07825000000000001,0.9217500000000001,0.0
1e-08,1e-09,0.07787500000000001,0.9221250000000001,0.0
1e-08,1e-10,0.078125,0.9218750000000001,0.0
1e-09,0.1,0.083,0.9169999999999999,0.0
1e-09,0.01,0.078375,0.921625,0.0
1e-09,0.001,0.07600000000000001,0.924,0.0
1e-09,0.0001,0.0785,0.9215,0.0
1e-09,1e-05,0.078125,0.921875,0.0
1e-09,1e-06,0.07925000000000001,0.92075,0.0
1e-09,1e-07,0.077125,0.9228749999999999,0.0
1e-09,1e-08,0.07700000000000001,0.9229999999999999,0.0
1e-09,1e-09,0.07637500000000001,0.9236249999999999,0.0
1e-09,1e-10,0.07650000000000001,0.9235,0.0
1e-10,0.1,0.085625,0.9143749999999999,0.0
1e-10,0.01,0.0795,0.9205000000000001,0.0
1e-10,0.001,0.07762500000000001,0.922375,0.0
1e-10,0.0001,0.07650000000000001,0.9235,0.0
1e-10,1e-05,0.07725,0.92275,0.0
1e-10,1e-06,0.07975000000000002,0.92025,0.0
1e-10,1e-07,0.078375,0.921625,0.0
1e-10,1e-08,0.076875,0.923125,0.0
1e-10,1e-09,0.077125,0.9228750000000001,0.0
1e-10,1e-10,0.078875,0.921125,0.0
