o_win,draw,x_win
0.06125,0.93875,0.0
0.05675,0.94325,0.0
0.064,0.936,0.0
0.0655,0.9345,0.0
0.0595,0.9405,0.0
0.06975,0.93025,0.0
0.05975,0.94025,0.0
0.066,0.934,0.0
0.07325,0.92675,0.0
0.0715,0.9285,0.0
0.07225,0.92775,0.0
0.07625,0.92375,0.0
0.08125,0.91875,0.0
0.07625,0.92375,0.0
0.0805,0.9195,0.0
0.08875,0.91125,0.0
0.08925,0.91075,0.0
0.08175,0.91825,0.0
0.08625,0.91375,0.0
0.09325,0.90675,0.0
0.1015,0.8985,0.0
0.094,0.906,0.0
0.1015,0.8985,0.0
0.10225,0.89775,0.0
0.1045,0.8955,0.0
0.1205,0.8795,0.0
0.11925,0.88075,0.0
0.1195,0.8805,0.0
0.1225,0.8775,0.0
0.13025,0.86975,0.0
0.1385,0.8615,0.0
0.14125,0.85875,0.0
0.17275,0.82725,0.0
0.1495,0.8505,0.0
0.16425,0.83575,0.0
0.19025,0.80975,0.0
0.1865,0.8135,0.0
0.19075,0.80925,0.0
0.2235,0.7765,0.0
0.25425,0.74575,0.0
0.249,0.751,0.0
0.28625,0.71375,0.0
0.307,0.693,0.0
0.35275,0.64725,0.0
0.39325,0.60675,0.0
0.451,0.549,0.0
0.54525,0.45475,0.0
0.65675,0.34325,0.0
0.77575,0.22425,0.0
