alpha_rate,tau_rate,o_winrate,drawrate,x_winrate
2.1544346900318866e-09,215.44346900318823,0.8051999999999999,0.1948,0.0
2.1544346900318866e-09,1000.0,0.8055999999999999,0.1944,0.0
4.6415888336127913e-10,0.001,0.0156,0.9843999999999999,0.0
4.6415888336127913e-10,0.004641588833612777,0.014799999999999999,0.9852000000000001,0.0
4.6415888336127913e-10,0.021544346900318832,0.0184,0.9815999999999999,0.0
4.6415888336127913e-10,0.1,0.014799999999999999,0.9852000000000001,0.0
4.6415888336127913e-10,0.46415888336127775,0.005600000000000001,0.9944000000000001,0.0
4.6415888336127913e-10,2.154434690031882,0.0152,0.9848000000000001,0.0
4.6415888336127913e-10,10.0,0.46640000000000004,0.5336000000000001,0.0
4.6415888336127913e-10,46.41588833612773,0.7976,0.2024,0.0
4.6415888336127913e-10,215.44346900318823,0.7931999999999999,0.2068,0.0
4.6415888336127913e-10,1000.0,0.7916000000000001,0.2084,0.0
1e-10,0.001,0.0184,0.9815999999999999,0.0
1e-10,0.004641588833612777,0.0144,0.9855999999999998,0.0
1e-10,0.021544346900318832,0.0128,0.9872,0.0
1e-10,0.1,0.0128,0.9872,0.0
1e-10,0.46415888336127775,0.006,0.9940000000000001,0.0
1e-10,2.154434690031882,0.0216,0.9783999999999999,0.0
1e-10,10.0,0.4648,0.5352,0.0
1e-10,46.41588833612773,0.792,0.20800000000000002,0.0
1e-10,215.44346900318823,0.8064,0.1936,0.0
1e-10,1000.0,0.8196,0.18039999999999998,0.0
