o_win,draw,x_win
0.008,0.992,0.0
0.005,0.995,0.0
0.007,0.993,0.0
0.006,0.994,0.0
0.005,0.995,0.0
0.004,0.996,0.0
0.005,0.995,0.0
0.011,0.989,0.0
0.007,0.993,0.0
0.007,0.993,0.0
0.0025,0.9975,0.0
0.012,0.988,0.0
0.0115,0.9885,0.0
0.01,0.99,0.0
0.018,0.982,0.0
0.0145,0.9855,0.0
0.0195,0.9805,0.0
0.0155,0.9845,0.0
0.019,0.981,0.0
0.0205,0.9795,0.0
0.02,0.98,0.0
0.0235,0.9765,0.0
0.026,0.974,0.0
0.0345,0.9655,0.0
0.035,0.965,0.0
0.0375,0.9625,0.0
0.0435,0.9565,0.0
0.0535,0.9465,0.0
0.0525,0.9475,0.0
0.0615,0.9385,0.0
0.082,0.918,0.0
0.0955,0.9045,0.0
0.0955,0.9045,0.0
0.1185,0.8815,0.0
0.1445,0.8555,0.0
0.1815,0.8185,0.0
0.2085,0.7915,0.0
0.262,0.738,0.0
0.288,0.712,0.0
0.353,0.647,0.0
0.4155,0.5845,0.0
0.497,0.503,0.0
0.56,0.44,0.0
0.659,0.341,0.0
0.7245,0.2755,0.0
0.75,0.25,0.0
0.7895,0.2105,0.0
0.7975,0.2025,0.0
0.8085,0.1915,0.0
