state
oooxxox_x
xoooxoxx_
oxoxox_ox
ooox_xxxo
oxx_ooxox
_xoxoxoox
ooo_xxxxo
_oxxooxox
oo_xoxxxo
xo_xoxoox
ooxxo_oxx
_oxoxooxx
xxooo_xxo
oox_oxxxo
ooo_xxxox
xooxoxo_x
x_oooxxxo
o_xoxooxx
_xxoooxxo
xoxoooxx_
xxoo_oxxo
xoxoxxoo_
xoxxxooo_
_xoxoxxoo
_xoxxooox
oxo_xxxoo
oxxoxxoo_
xxoxoxo_o
xoxoxoox_
xoxoxxo_o
oxooxxo_x
xoxx_ooox
xooo_xxox
oxxoooxx_
xxo_oxoox
xox_ooxox
xox_ooxxo
xxoo_ooxx
_oooxxxxo
_xxoxooox
xoo_xoxxo
xx_oxoxoo
xoxoo_xox
_xoxoooxx
_xooxoxox
xxo_xoxoo
xoxxx_ooo
o_xxooxox
xoxoxo_xo
x_xxxoooo
oooxx_oxx
xoxxxo_oo
xo_ooxoxx
xoo_xxxoo
o_xxooxxo
oxoxoxo_x
ooxxoxx_o
oxoxxox_o
oxxxooxo_
_ooxoxoxx
oxoxxoxo_
oxx_oxoxo
ox_oxxxoo
ooxxo_xxo
oxox_oxox
xoxxooox_
oxooox_xx
oxoxxo_ox
oxxxoxoo_
xxooooxx_
oooxx_xox
ooxxoox_x
x_xxoooox
oox_xxoxo
oxxxoo_ox
xxooxxo_o
oxoox_xox
_xxoxxooo
xxoxo_oxo
xx_oooxxo
_oxxooxxo
x_xooxoxo
xxox_xooo
o_ooxxxox
ooxoxo_xx
xo_ooxxox
xxoooxo_x
xxox_ooxo
oxxoo_oxx
xoxooxxo_
oxxoxxo_o
_oxooxxxo
_xoxooxox
xoxoxx_oo
ooxx_xoxo
xx_oxxooo
oxoxo_xox
ox_oxoxox
xxoxoxoo_
xox_oxoxo
oxx_xooox
x_oxoooxx
_ooxoxxox
oxxo_oxxo
x_xooxxoo
oxxooox_x
xxoooo_xx
_xxooxxoo
ooxx_oxox
ooooxxx_x
xoo_oxxox
xooo_xoxx
ooxxxoo_x
ox_xxooox
ooxx_oxxo
xxooxx_oo
ooxxox_xo
xoooxxox_
xo_oxxoxo
xxoo_xoox
oo_oxxxxo
oxo_xoxox
x_oxoxoxo
xoxo_xxoo
xx_oooxox
ox_ooxxxo
ox_xoxoox
ooxoxx_xo
oooxoxxx_
oxoxoox_x
oxoxoxox_
xxoxx_ooo
xo_xoxoxo
oxxxxooo_
xooox_xxo
xoxoo_xxo
oxoo_xxox
xoxxxoo_o
o_xxoooxx
x_xxoxooo
xxooxox_o
_ooxxoxxo
xoxo_xoxo
xooxxo_xo
xxoooxxo_
xo_xoooxx
ox_xxoxoo
x_oxxooxo
o_oxoxxxo
xo_oxoxxo
x_oooxxox
ooxxooxx_
_oxxxooox
ox_oxxoox
oxoxx_xoo
oxxx_xooo
oxox_ooxx
oxx_oooxx
_oxoxxoxo
o_xxoxxoo
ox_ooxxox
oxxxox_oo
oxxxooox_
o_oxoxxox
xx_ooxoxo
ooo_xxoxx
xxoxoo_ox
_xooxxxoo
_xxooxoxo
oxoxo_oxx
oxxo_xxoo
oxxxoox_o
oo_xoxoxx
xxoo_xxoo
oo_xxoxxo
ooxx_xxoo
xoxooxx_o
ooooxxxx_
ooxx_ooxx
xo_xxooxo
oo_xxooxx
oxo_oxoxx
ox_xooxxo
ooxxoxxo_
x_oooxoxx
ooxxx_oox
oxxooxx_o
oxxoxx_oo
xxo_oooxx
ooxoxxox_
oxoo_xxxo
xxoxo_oox
oxxxxoo_o
xoooxx_xo
xx_xxoooo
ooxxoo_xx
_ooxoxxxo
oxx_oxxoo
o_oxoxoxx
x_xoooxxo
xxo_ooxxo
oxxx_ooox
oxxxoo_xo
oxxxooo_x
xoxxooo_x
xxooo_xox
xx_xoooxo
xxooo_oxx
xoxxoo_xo
xooxox_ox
xx_ooxxoo
o_xxoxoxo
ox_xoxoxo
xox_oxxoo
oxooxx_ox
ooxxxoox_
o_xxxooxo
o_ooxxxxo
ooooxx_xx
xoxxox_oo
ox_xoxxoo
xxoxooox_
xxoxxo_oo
xoxx_xooo
xoooxxxo_
xxo_ooxox
xxoooxx_o
oxoxoxxo_
_ooxxoxox
_xoxxoxoo
oxoo_xoxx
_oxxoooxx
oxoxo_xxo
xoxoo_oxx
oo_oxxxox
xooooxx_x
_oooxxoxx
oxxxoxo_o
_xoooxxxo
x_xooooxx
xooxx_oxo
_oxxxooxo
xoooox_xx
_oxxoxoxo
ooox_xoxx
oo_xoxxox
oxx_ooxxo
oooxxo_xx
xoxxo_oxo
xoo_oxoxx
_xxxxoooo
o_xxxooox
oxoxoo_xx
oxoooxx_x
_xxxoxooo
oooxx_xxo
xox_xooxo
xoxxoxoo_
oxoxox_xo
_ooxxooxx
oxox_xoox
xxoxoo_xo
oxo_oxxox
xooxoxox_
xoo_oxxxo
ox_xooxox
oxox_xoxo
oxxxo_xoo
xxooxoxo_
ooxxoxox_
xoox_xoox
_xoxooxxo
xooo_xxxo
xoooxxx_o
_xoooxoxx
x_xoooxox
ox_xoooxx
xoxoox_xo
xxoxox_oo
xxooxxoo_
oxxoxoo_x
oxo_xxoox
o_oxxooxx
oxxooxxo_
oxxx_ooxo
xx_xoxooo
xoxooxox_
oooxox_xx
xxoo_xoxo
xoxxo_oox
xoox_xoxo
oxooxxxo_
oxxx_oxoo
ooxxoxx__
oxoxx_x_o
oxoxx__ox
_o_oxxxxo
o_xxx_oxo
oox__xoxx
_xooxxo_x
o_x_xxoxo
xox_o_xxo
xxooxo_x_
x_xoxx_oo
ooxx_xo_x
x__xxooxo
oox_xxo_x
_xxxox_oo
_x_oxoxox
_xoxxxoo_
xx_xooo_x
xoox_x_ox
ox__oxxox
x__xoxxoo
xxoo_xxo_
_ooxo_xxx
x__ooxxxo
xxxx_oo_o
xox__xxoo
xxx_oo_ox
_xoo_oxxx
xo_oxo_xx
xxoo_oxx_
_oo_xxxxo
_ooxxxx_o
oxxxoo__x
oo__oxxxx
xooxxo_x_
_x_oxxoxo
ox_xxoox_
_oxoxxx_o
xo_o_xxox
xx_xoxoo_
xxxoox__o
_xooo_xxx
xx_oox_xo
xx_o_oxxo
xx_o_xoox
oxxxoox__
oxo_xx_ox
ox__oxoxx
_oxxxoox_
o_xxoo_xx
xo_ox_xox
o_xxxoox_
xooxxo__x
xoooxxx__
oxx_xo_xo
xo_xx_oxo
x_ox_xoxo
x_oooxxx_
xxx__ooox
x_x_oxoox
oo_xxx_xo
x_xoxox_o
ox_xx_xoo
x_x_xoxoo
xo_xxxo_o
xo__xxxoo
xoxxx__oo
o_xxxo_xo
xo_xxoxo_
_ooxxoxx_
o_xxoxxo_
ooxx__xxo
xo__oxxxo
oxxo_x_xo
xoxoo_x_x
xoxx_xoo_
xox_xo_xo
ox_ox_xox
o_o_xoxxx
oox_ox_xx
o_o_xxxxo
ox_xxo_ox
x_oxox_ox
xooo__xxx
o__oxxxxo
oxx_xox_o
xoxxox__o
__xxxoxoo
xoox_xxo_
oxxxx__oo
_xxoo_xxo
xoo__oxxx
xxxo_o_xo
_xox_oxox
o_xx_xoox
x_oxoox_x
x_ooox_xx
xxoo_xx_o
o__xoxxox
oxxo_ox_x
xxxox__oo
oxx_o_xox
_xxoo_oxx
_oxxx_oox
oxo_xox_x
xx__ooxox
oxxxox_o_
o_xoxxx_o
x__oxooxx
oxxxoxo__
xoo_oxxx_
x_xoo_xox
xooxo_x_x
xxoo__xox
__oxxoxox
x_xoox_xo
o_x_oxoxx
x_oxox_xo
ooxxxx__o
x_ox_ooxx
xo_xxoox_
xooxx__ox
o_xox_xox
oo_oxxxx_
o_xooxx_x
ox_oo_xxx
o_ox_xxxo
oxxx__oox
oxo_o_xxx
xxoox__ox
xoox__oxx
__oxoxxxo
x_ooo_xxx
_ox_xxoox
ox_oxx_xo
xox_oxo_x
x_oox_xox
oxo_oxxx_
_xxx_ooxo
xx_oxoxo_
_oxxoox_x
xxo__xoxo
__xxoooxx
_xooxox_x
oox_xoxx_
ox_o_oxxx
ooxo__xxx
__xxoxoxo
oox_x_xxo
oxxoxx__o
oo__xxoxx
_xooxx_ox
xo_oxx_ox
oxx__xxoo
_ooxxxo_x
xoxx_oxo_
__xooxxxo
x_xxoox_o
_xxox_xoo
xo_x_ooxx
xxooox_x_
oo_ox_xxx
x_xo_oxxo
__xoxxoxo
oo_xoxxx_
o_xx_ooxx
xoox_xo_x
_o_xooxxx
oox_oxxx_
x_xox_xoo
xxo_xxo_o
oxx__oxox
x_oxxx_oo
_o_xxxoox
xxo_xx_oo
_xxxxo_oo
xxox_xo_o
xo__ooxxx
x_oo_xxox
x__xxooox
xoxx__oox
o_ooxxxx_
ooxx_xox_
oxxx_o_ox
oxxxx_o_o
x_xxxo_oo
xoo_x_xox
oo_xxox_x
o__xxoxxo
oxoxoxx__
ooxxox_x_
ox_oxx_ox
xxoo_x_ox
x__xoxoxo
xxxo__oxo
ox_oxxxo_
xxoox_ox_
xxxxo_o_o
oxxox_xo_
xo_xxo_xo
ox_ooxxx_
o_oo_xxxx
xoo_xxx_o
ox_xx_oox
o_oxxxx_o
oxoxo__xx
oxxx__oxo
_ooxoxxx_
xo__xooxx
xo__xxoox
oxoxox__x
_xx_oooxx
oxoxo_x_x
o_xxox_ox
xoxx__oxo
oxxxo__ox
__ooxxxxo
ox_xox_ox
oxxx_xoo_
ox_oxo_xx
x_xx_oxoo
_oxx_xoox
xxxo_xo_o
x_oxx_oox
xxx_ooox_
xox_xo_ox
xo__xoxxo
oxx_xx_oo
xx_o_oxox
xx_oox_ox
x_x_oooxx
oox_xxxo_
xxo_x_oox
__oooxxxx
xoox_o_xx
_oxox_xxo
_x_oxxxoo
xoo_xx_ox
ox_oxox_x
xox_xoo_x
xoo_xoxx_
oxxxxo_o_
_o_xxxxoo
x_xoxoox_
o_x_xoxox
oo_x_xxox
o__oxxxox
_oxx_oxxo
o_xxooxx_
_oxxx_xoo
oxxxo_ox_
_xo_xooxx
xoxox_o_x
oxxx_oo_x
oo__xxxox
oo_xx_oxx
xo_x_xoxo
xo_xx_xoo
_x_xooxox
ooxxx_xo_
xx_oxxoo_
ox_oxoxx_
xoooxx__x
_oxxxo_ox
xxxxooo__
_x_oxxoox
_ooxxox_x
xoxxo_ox_
oxxo__xox
_x_ooxxxo
oxx_oo_xx
_xxo_xoox
xxoxx_o_o
ox_oox_xx
oxx__xoox
o_xxo_xox
ooxox__xx
ooxx_ox_x
oox__xxxo
o_xxo_oxx
x_ooxox_x
ooxox_xx_
x_o_oxxox
xo_oox_xx
xox_ooxx_
_xxoxxo_o
ox_xoxo_x
o_xxxxoo_
x_xooxxo_
xxoox_o_x
xx_ox_xoo
_oxox_oxx
ox_xo_xox
xoxoo_xx_
o__oxoxxx
_ox_xooxx
xxoooxx__
_xoxxo_ox
o__xxxoxo
xoxo_xxo_
x_oxxoox_
oxx_ox_ox
xxoox_x_o
xxo_xxoo_
o_xx_oxox
ox__xooxx
x_xoo_oxx
xoxo_xo_x
xxoxox__o
_xxox_oox
xx_oxoox_
xxo_x_xoo
_ooo_xxxx
_xxxooo_x
oxox_xo_x
xxo_ooxx_
_xoooxxx_
ooxxxo_x_
xxxox_oo_
xx_oxxo_o
x_xo_xxoo
oxx_xxo_o
_x_xoooxx
xoo_o_xxx
x__oxxoxo
xxooxox__
oxooxx_x_
xo_xxo_ox
_xxooxo_x
_xoxo_xxo
x__ooxoxx
o_xoox_xx
xo_xoxox_
xxxoo__xo
_oxxxxo_o
xxoxxoo__
xxoxoox__
o__ooxxxx
_xxoxo_ox
_xoxooxx_
xxxoo_x_o
xoox_ox_x
o_oxxxxo_
xxxo_oox_
__xooxxox
xooxoxx__
ooxo_x_xx
x_x_ooxxo
_oox_xxox
xxoo_xo_x
xxxo_o_ox
_xxoxo_xo
ooxxx__ox
_xxo_xxoo
xoxo_x_ox
x_oxo_xox
oxox_oxx_
_xxx_ooox
x_xooxox_
ox_x_oxxo
x_oxo_xxo
_xx_oxxoo
_xoxxoxo_
xoo__xxox
x_xoox_ox
_xooxoxx_
xxxx_ooo_
oo_xox_xx
ooxx_x_ox
_xoo_xxox
xoo_x_xxo
x_ooxxx_o
oox_xox_x
o__xooxxx
oxo_xx_xo
oxxoxo_x_
x_xxo_oox
_ox_xxoxo
_xxxooox_
xxo_xoo_x
_ooxxx_ox
xoxxx_o_o
xxx_oo_xo
_x_xxooxo
oox_xxox_
oxx_xxoo_
xxoo_x_xo
xx__xooxo
xox_xoxo_
oxx_oxxo_
xx_xxoo_o
ox_xoo_xx
xoxox__xo
_ox_xxxoo
oo_xo_xxx
_oxoxo_xx
_xoxox_xo
_x_ooxxox
o_xxxx_oo
_xoxoox_x
_xoxxoox_
ox_xxo_xo
ooxxx_ox_
x_xxooox_
xx_xoo_ox
xox__oxxo
__xoxooxx
ox_x_xoxo
xoxoxox__
_x_xxoxoo
oxox_xox_
xxx_ooxo_
oxox_ox_x
xox__xoox
x_o_xxoox
xxxo_xoo_
xxooox__x
xxxoo__ox
xooxxx__o
oo_xxxxo_
oxoxxo__x
oxoox_x_x
_oo_oxxxx
_oxxxxoo_
xxoxo__ox
_oxxxx_oo
o_oxxo_xx
_oxooxx_x
oxxoox_x_
xo__xoxox
xx__oxoox
xxoox_xo_
_ooxxxox_
x_oo_xxxo
oxx__oxxo
_oooxxxx_
x__oxxoox
xo_xoo_xx
_xo_xoxox
_xoox_xox
xoxx_o_xo
oo_x_oxxx
o_xxoxo_x
_xxxooxo_
xxo__ooxx
__oxxxoxo
_xoox_oxx
_o_oxxxox
oo_xxo_xx
_oxxoxx_o
_xooxxx_o
x_o_xoxox
o_xox_xxo
_oxo_xxxo
x_xx_ooxo
_o_xxooxx
x__oxoxox
x_oxooxx_
_oxxo_xxo
x_xoxxo_o
_oo_xoxxx
_xx_xoxoo
xoxx_x_oo
x_xooxx_o
_xoxxoo_x
xxo__xoox
xxoxxo_o_
xoo__xxxo
xxox__oox
_xxoxox_o
oxox_o_xx
_ooox_xxx
xoxx_xo_o
xxx__ooxo
oxxo_x_ox
xo_xx_oox
o_ooxxx_x
oxxoxox__
_oxoxx_ox
xo_xxox_o
_oxxxo_xo
oxx__xoxo
oxo_oxx_x
oxx_xoxo_
_xxo_ooxx
xxx_oxoo_
xoo_xx_xo
xx_xxo_oo
oxo_x_oxx
o_o_oxxxx
xoxoxo_x_
xoooxx_x_
_oxooxxx_
oxoxx_o_x
xoxoo__xx
xx_ooxox_
_xxooxxo_
_oxx_xoxo
x_xoo_xxo
_xxxoxoo_
x_xxoo_ox
o_oxx_oxx
oxoox_xx_
_ooxx_xox
xo_xxoo_x
oo_xxxox_
oxxooxx__
_oxo_xxox
ox_xxx_oo
xo_oxxxo_
oox_x_oxx
xo__xxoxo
__xooxoxx
xxo_ox_xo
xx_xo_oox
xo_xooxx_
_oo_xxxox
oxoo_x_xx
xo_xo_oxx
_o_xxoxox
xxoxoo__x
ox_xoxxo_
oxxx_ox_o
_oxox_xox
o_xx_xxoo
xoox_xox_
ox__ooxxx
_xoo_xoxx
xoxx__xoo
o_x_ooxxx
x_ox_oxox
xx_ooxo_x
oxxoxo__x
xo_o_oxxx
o_oxxx_xo
_oxxx_oxo
xx__oooxx
oxooxx__x
x_x_oxoxo
xxxo_oxo_
_ox_ooxxx
_xooox_xx
x_o_xooxx
_xxooxox_
oxo_xo_xx
o_xx_oxxo
_xx_ooxxo
xoo_ox_xx
ox_x_ooxx
_xxo_oxxo
xxxox_o_o
_xx_oxoox
xoxxoxo__
xx_o_xoxo
o_xoxx_xo
o__xxooxx
x_xoxoo_x
_ooxxxxo_
xx__ooxxo
_oxxoxox_
xxox_x_oo
xo_xxx_oo
o_o_xxoxx
_x_xoxoox
xooox_xx_
oxxo_xx_o
_xxoxx_oo
_oxxoxo_x
o_oxxx_ox
__ooxxoxx
_xxxxooo_
_ox_xoxox
xxx_o_xoo
x_xox_oox
xo_oxxx_o
o_oox_xxx
o_ooxx_xx
o_oxxox_x
oxx_oxox_
ooxxox__x
ox_x_xoox
oox_xx_ox
xx_xox_oo
_x_oxoxxo
xoxxoo_x_
_ox_xoxxo
oxox_xx_o
xo_o_xoxx
xoo_xo_xx
_oox_xxxo
xooo_xx_x
xx_xo_oxo
_oxxoo_xx
xx_oxo_ox
__ooxxxox
_xooxxxo_
oxx_oxo_x
oxo_xxo_x
xooo_x_xx
xxxoxoo__
oox_oxx_x
ooxx_oxx_
o_xxxxo_o
_xxxoo_xo
_oxoxoxx_
xxxx_o_oo
xo_oxox_x
xox_oo_xx
__oxxxoox
x_oxx_oxo
oo_oxx_xx
xo_oxoxx_
xo_o_xxxo
xxxo_ox_o
xxooxo__x
_xxoxoxo_
oxx_ooxx_
xxooo_xx_
oxxo__xxo
oo_xxx_ox
_xox_xoox
xoo_xox_x
oxx_xo_ox
_xooxx_xo
xx_x_ooox
xoxx_oox_
_oox_xoxx
xoxoox__x
xoox_oxx_
oxo_xoxx_
ooxo_xxx_
oxxxxoo__
o_oxxxo_x
_xx_xooxo
xx_xxooo_
ox_xxox_o
xxooxx_o_
oxxo_o_xx
x__ooxxox
x__xooxxo
ooxx__xox
ooxx_xxo_
xxo_xoxo_
oxxx_xo_o
x_oo_xoxx
xx_x_ooxo
ox_xxoxo_
oxox_x_xo
__xxooxxo
oxxx_oox_
xxxoo_o_x
oox_xo_xx
xx_oo_xox
_xoxxxo_o
_ooxoxx_x
ox_xxxoo_
xo_xoxo_x
__oxxooxx
xox_x_oxo
xx_oo_oxx
x_xooxo_x
xx__xoxoo
__oxoxxox
oo_xx_xox
oxoxx_xo_
x_xx_ooox
oxxox__xo
ooxxxo__x
xxxoo_xo_
xxo_o_xox
_xxoxoo_x
o_xo_xxxo
x__xoooxx
xoxox_ox_
_oxoxox_x
_x_xoxxoo
x_xxooo_x
oxxxo_o_x
xxxo_oo_x
x_xxoo_xo
xo_xoox_x
o_xxxoo_x
x_ooxxo_x
xo_xo_xxo
xoo_x_oxx
_xooxxox_
_xxxo_oox
o_xoxox_x
xoxo__xxo
o_xoxxxo_
ooxx_x_xo
_oxoxxo_x
oxxoo__xx
o_xo_oxxx
xx_xooox_
xx_ooxxo_
ox_xx_oxo
_x_oxooxx
oo_x_xxxo
oox_o_xxx
_xo_xxxoo
_oxoxx_xo
oxx_o_oxx
oxoxxo_x_
_o_xxxoxo
xoxox_x_o
xoox_xx_o
_x_xooxxo
ooxxo_x_x
xoxo_ox_x
_xo_xxoxo
xxo_oxx_o
_ooxxo_xx
xox_x_oox
oo_x_xoxx
o_ox_xxox
oox_xx_xo
xxo_x_oxo
_xxoxxoo_
ooxxxox__
oox_x_xox
xooxox__x
xoxxo_o_x
_ooxxx_xo
ox__xoxox
xoxox__ox
xoox_x_xo
xox__xoxo
xxo__oxox
xoxo__xox
oxx_xoo_x
xxox_oox_
xxoox__xo
oox__xxox
xxox_oxo_
_xx_ooxox
oxo__xoxx
_ooxx_xxo
xxxooxo__
o__xoxoxx
xxx__oxoo
xxxoox_o_
xxxoxo__o
xx_o_xxoo
xx_oxo_xo
x_ooxo_xx
_xxxo_xoo
_xxx_oxoo
ox_x_oxox
oxooxxx__
xoxxxoo__
ooxx_xx_o
__xxoxoox
xxx_oxo_o
ox_o_xxxo
ooxxo__xx
xooox_x_x
xox_ox_xo
xxoxx_oo_
_ox_oxoxx
xxoo__xxo
oo_xoxx_x
ox_xo_oxx
xoo__xoxx
ox_x_xxoo
oxo_xxxo_
xoxo__oxx
xo__oxoxx
_oxoo_xxx
_oxx_ooxx
xx_o_ooxx
_o_oxoxxx
_xoxoxxo_
_xox_xxoo
o_xoxoxx_
ooxxx__xo
o_oxoxxx_
_oooxxx_x
xxx_xooo_
_oxoxxox_
_xxoo_xox
__ooxoxxx
x_oxoxx_o
x_oo_oxxx
xx_ooxx_o
o_xx_xoxo
xox_xx_oo
xo_x_xoox
_xxxoox_o
xxx_xoo_o
oxxoox__x
oxx_xoox_
_xoxxx_oo
xox_xoox_
o_xoxx_ox
o_ox_oxxx
xxxoo_ox_
ooxxxx_o_
oxoxo_xx_
__xoxoxox
oxxxxo__o
x_xoxxoo_
x__xxoxoo
oxox__xxo
o_x_xxoox
xx_xoxo_o
_xxooxx_o
x_xxoxo_o
xxoo_ox_x
xxoo__oxx
x__xooxox
_oxxo_oxx
ox__xxoxo
__xxxooox
oo_oxxx_x
xxox_xoo_
_xoxoo_xx
xoxoxxo__
_o_ooxxxx
xox_oxox_
x_oox_oxx
_xoxo_xox
xo_x_oxox
x_ooxx_ox
xoxox_xo_
__xxxooxo
xox_x_xoo
xo_oxxox_
_o_oxxoxx
x_xxo_oxo
xo_oxxo_x
xx_xooxo_
x_oxx_xoo
xxoxo__xo
_xxxoxo_o
xo_x_xxoo
__xoxoxxo
_ooxox_xx
_o_xoxoxx
_oo_xxoxx
xxxoxo_o_
o_oxox_xx
_oxxxox_o
xoxoox_x_
_xoox_xxo
_x_xoxoxo
_oxxxoo_x
xoxxxo_o_
ooxoxx__x
_xx_xooox
xoxo_x_xo
ooxxxxo__
_xo_ooxxx
xoxxoox__
oxxo_xxo_
xoxo_xox_
ooxxo_xx_
o_ox_xoxx
xo_xoxx_o
_xxo_oxox
oxx_x_xoo
_xx_oxoxo
xo_ooxx_x
x_xo_xoxo
x_xxxooo_
__xoxxoox
o_oxx_xox
ox_xooxx_
xx__oxxoo
xoxx_ox_o
_oxxooxx_
xooxxx_o_
xxox_o_ox
x_x_ooxox
x_ooxxox_
o_xxx_oox
xxox__xoo
ox_ooxx_x
xox_oxx_o
xoxxo_x_o
_xxxxoo_o
oxoxx_ox_
x_xoxo_ox
x_xo_ooxx
ox_xxoo_x
xxx_ox_oo
xoxxo__xo
o_x_oxxox
xxo_oxxo_
ooxxx_o_x
xooxo_xx_
x_x_oxxoo
xooxxxo__
_xxoox_ox
xx_ox_oxo
oo_xxxx_o
x_xo_oxox
xooxx_xo_
_oxxxoxo_
xxooxx__o
xxx_ooo_x
xoxooxx__
o_oxx_xxo
xxoxx__oo
xx__xooox
oo_xxxo_x
o_oxxxox_
ox_o_xxox
xxoxox_o_
oxoo__xxx
oo__xoxxx
xxox_oo_x
xxo_oox_x
xxo__xxoo
oo_o_xxxx
__xxoxxoo
o__xxxxoo
xooo_xxx_
ox_ox_xxo
ooxo_xx_x
o_x_xoxxo
o__xxxoox
ox__xoxxo
oxx_x_oxo
oxxoo_x_x
x_oxoo_xx
xoxo_oxx_
ox__xxoox
xxoxo_xo_
oxxo_oxx_
x_x_xooox
xo_xox_xo
ooxoxxx__
xx_xo_xoo
oxoo_xxx_
xooxxox__
x_ooxoxx_
xxoo_o_xx
xooxx__xo
xxo_oo_xx
_xox_xoxo
oxoxxx_o_
x_o_xxoxo
oxxox__ox
xx_x_oxoo
_xxox_oxo
_xxoxoox_
x_xxo_xoo
ooxx__oxx
o_x_xooxx
xox_xox_o
oxox_x_ox
x__oxoxxo
xoo_oxx_x
ox_oxxx_o
o_oxxoxx_
oxo__xxxo
xxooo_x_x
oxxx_oxo_
oxo__oxxx
oxoox__xx
xx_oxox_o
xox__oxox
x_oxxoo_x
x_x_xooxo
x_oxxxoo_
xox_oox_x
x__xoxoox
_xoxox_ox
xo_x_oxxo
x_ox_xoox
o_xxoxox_
x_oxoxxo_
xxx_oox_o
x_xxox_oo
oxoxx__xo
o_xxx_xoo
__xxooxox
x_oxxoxo_
_xxxo_oxo
oxo_x_xxo
xo_oo_xxx
o_oxoxx_x
x_ooxx_xo
xoxoxx_o_
o_xxxoxo_
_xo_xxoox
_xo_oxxox
x_ox_xxoo
oxxox_x_o
xxxxo_oo_
xx_oxx_oo
oxoxox_x_
x_xxoxoo_
xxx_o_oox
__xoxxxoo
x_oox_xxo
xxxxo__oo
o_oxo_xxx
_oxo_xoxx
xoxx_oo_x
oxxx_o_xo
_o_xxoxxo
xox__ooxx
xoo_xxox_
_xox_ooxx
xxoxoo_x_
__oxooxxx
xxo_xoox_
xooxo__xx
xo_ooxxx_
xoxo_o_xx
xoo_xxxo_
_o_xoxxxo
x_xxooxo_
o_o_xxxox
_oxx_xxoo
oxo_ox_xx
_oxxox_xo
x_xox_oxo
ooxox_x_x
oo_xx_xxo
xxxxoo_o_
xox_xxo_o
oo_xxoxx_
ox_xoxox_
_xooxo_xx
xooox__xx
x_oxxxo_o
xoxoxx__o
xo_ox_oxx
oxo__xxox
x__oxxxoo
_xoxx_xoo
o_xoo_xxx
x_xoxo_xo
xxxxoo__o
xoxxx_oo_
oxx_oox_x
x_xoxoxo_
xoxxoo__x
_ooxx_oxx
x_o_oxxxo
oxox_xxo_
xooxx_o_x
