o_win,draw,x_win
0.02725,0.97275,0.0
0.02425,0.97575,0.0
0.03375,0.96625,0.0
0.03075,0.96925,0.0
0.03675,0.96325,0.0
0.02775,0.97225,0.0
0.0325,0.9675,0.0
0.03175,0.96825,0.0
0.03825,0.96175,0.0
0.03375,0.96625,0.0
0.034,0.966,0.0
0.04125,0.95875,0.0
0.0355,0.9645,0.0
0.0435,0.9565,0.0
0.04325,0.95675,0.0
0.0435,0.9565,0.0
0.048,0.952,0.0
0.04625,0.95375,0.0
0.04925,0.95075,0.0
0.04425,0.95575,0.0
0.04725,0.95275,0.0
0.0515,0.9485,0.0
0.0505,0.9495,0.0
0.05125,0.94875,0.0
0.06125,0.93875,0.0
0.059,0.941,0.0
0.06,0.94,0.0
0.0665,0.9335,0.0
0.0715,0.9285,0.0
0.0635,0.9365,0.0
0.07925,0.92075,0.0
0.08275,0.91725,0.0
0.085,0.915,0.0
0.0925,0.9075,0.0
0.08725,0.91275,0.0
0.107,0.893,0.0
0.10925,0.89075,0.0
0.1095,0.8905,0.0
0.125,0.875,0.0
0.13275,0.86725,0.0
0.14325,0.85675,0.0
0.1655,0.8345,0.0
0.177,0.823,0.0
0.2155,0.7845,0.0
0.2415,0.7585,0.0
0.28075,0.71925,0.0
0.3475,0.6525,0.0
0.44575,0.55425,0.0
0.65975,0.34025,0.0
