o_win,draw,x_win
0.08725,0.91275,0.0
0.095,0.905,0.0
0.091,0.909,0.0
0.10075,0.89925,0.0
0.09525,0.90475,0.0
0.09325,0.90675,0.0
0.10325,0.89675,0.0
0.09525,0.90475,0.0
0.102,0.898,0.0
0.115,0.885,0.0
0.11525,0.88475,0.0
0.124,0.876,0.0
0.1165,0.8835,0.0
0.1145,0.8855,0.0
0.125,0.875,0.0
0.12725,0.87275,0.0
0.138,0.862,0.0
0.1295,0.8705,0.0
0.13775,0.86225,0.0
0.13525,0.86475,0.0
0.14125,0.85875,0.0
0.14225,0.85775,0.0
0.14025,0.85975,0.0
0.16,0.84,0.0
0.1665,0.8335,0.0
0.169,0.831,0.0
0.1725,0.8275,0.0
0.18175,0.81825,0.0
0.186,0.814,0.0
0.19675,0.80325,0.0
0.198,0.802,0.0
0.2155,0.7845,0.0
0.231,0.769,0.0
0.2395,0.7605,0.0
0.24025,0.75975,0.0
0.259,0.741,0.0
0.26375,0.73625,0.0
0.2865,0.7135,0.0
0.29975,0.70025,0.0
0.32725,0.67275,0.0
0.33375,0.66625,0.0
0.3715,0.6285,0.0
0.3875,0.6125,0.0
0.42475,0.57525,0.0
0.4755,0.5245,0.0
0.5285,0.4715,0.0
0.58325,0.41675,0.0
0.6485,0.3515,0.0
0.75775,0.24225,0.0
