alpha_rate,tau_rate,o_winrate,drawrate,x_winrate
0.1,0.1,0.28775,0.12825,0.584
0.1,0.01,0.29512499999999997,0.128,0.5768749999999999
0.1,0.001,0.28612499999999996,0.132125,0.58175
0.1,0.0001,0.291875,0.12787500000000002,0.5802499999999999
0.1,1e-05,0.28774999999999995,0.13549999999999998,0.57675
0.1,1e-06,0.291625,0.122,0.5863750000000001
0.1,1e-07,0.29374999999999996,0.121625,0.584625
0.1,1e-08,0.29175,0.132,0.5762499999999999
0.1,1e-09,0.2925,0.12525,0.5822499999999999
0.1,1e-10,0.29974999999999996,0.12725,0.573
0.01,0.1,0.31074999999999997,0.128,0.56125
0.01,0.01,0.304375,0.12825,0.567375
0.01,0.001,0.306125,0.13025,0.563625
0.01,0.0001,0.306,0.133125,0.560875
0.01,1e-05,0.318125,0.12787500000000002,0.554
0.01,1e-06,0.295375,0.12812500000000002,0.5765
0.01,1e-07,0.306375,0.13225,0.561375
0.01,1e-08,0.30324999999999996,0.131625,0.565125
0.01,1e-09,0.30537499999999995,0.131125,0.5635
0.01,1e-10,0.31362500000000004,0.12175,0.5646249999999999
0.001,0.1,0.415625,0.13637500000000002,0.44799999999999995
0.001,0.01,0.4175,0.135375,0.44712499999999994
0.001,0.001,0.4385,0.132,0.4295
0.001,0.0001,0.43562500000000004,0.13625,0.428125
0.001,1e-05,0.41850000000000004,0.13387500000000002,0.447625
0.001,1e-06,0.421625,0.13475,0.443625
0.001,1e-07,0.425625,0.132,0.442375
0.001,1e-08,0.41312499999999996,0.135,0.45187499999999997
0.001,1e-09,0.40599999999999997,0.1365,0.4575
0.001,1e-10,0.43037499999999995,0.13475,0.43487499999999996
0.0001,0.1,0.642,0.098,0.25999999999999995
0.0001,0.01,0.65375,0.107375,0.23887499999999998
0.0001,0.001,0.6892499999999999,0.09600000000000002,0.21475000000000002
0.0001,0.0001,0.6372500000000001,0.102375,0.260375
0.0001,1e-05,0.7005,0.09825,0.20125
0.0001,1e-06,0.6788749999999999,0.093,0.22812499999999997
0.0001,1e-07,0.613625,0.0955,0.290875
0.0001,1e-08,0.6853750000000001,0.09225,0.222375
0.0001,1e-09,0.661,0.0965,0.2425
0.0001,1e-10,0.653875,0.10425000000000001,0.24187499999999998
1e-05,0.1,0.661625,0.105375,0.23299999999999998
1e-05,0.01,0.662625,0.098,0.239375
1e-05,0.001,0.6601250000000001,0.11174999999999999,0.228125
1e-05,0.0001,0.67725,0.1,0.22275
1e-05,1e-05,0.6697500000000001,0.11175,0.2185
1e-05,1e-06,0.679125,0.113125,0.20775
1e-05,1e-07,0.6545000000000001,0.10300000000000001,0.24250000000000002
1e-05,1e-08,0.688125,0.1005,0.211375
1e-05,1e-09,0.67275,0.104125,0.223125
1e-05,1e-10,0.659375,0.109125,0.23150000000000004
1e-06,0.1,0.658875,0.105125,0.23600000000000002
1e-06,0.01,0.671875,0.09787499999999999,0.23025
1e-06,0.001,0.671,0.10424999999999998,0.22475
1e-06,0.0001,0.670125,0.10287500000000001,0.227
1e-06,1e-05,0.677875,0.104875,0.21725
1e-06,1e-06,0.662125,0.101125,0.23675
1e-06,1e-07,0.691375,0.10850000000000001,0.200125
1e-06,1e-08,0.679625,0.107625,0.21275
1e-06,1e-09,0.6637500000000001,0.105125,0.23112499999999997
1e-06,1e-10,0.6768750000000001,0.11225000000000002,0.210875
1e-07,0.1,0.653875,0.103625,0.2425
1e-07,0.01,0.682625,0.10662500000000001,0.21075
1e-07,0.001,0.674375,0.1075,0.21812499999999999
1e-07,0.0001,0.627375,0.11162499999999999,0.261
1e-07,1e-05,0.683125,0.09925,0.217625
1e-07,1e-06,0.6859999999999999,0.09075,0.22325000000000003
1e-07,1e-07,0.7105,0.10475000000000001,0.18475
1e-07,1e-08,0.6978749999999999,0.10525000000000001,0.196875
1e-07,1e-09,0.689125,0.11224999999999999,0.198625
1e-07,1e-10,0.68275,0.10975,0.2075
1e-08,0.1,0.64225,0.109125,0.24862499999999998
1e-08,0.01,0.656625,0.109125,0.23424999999999999
1e-08,0.001,0.69575,0.097625,0.20662500000000003
1e-08,0.0001,0.67025,0.108125,0.221625
1e-08,1e-05,0.67175,0.10500000000000001,0.22325
1e-08,1e-06,0.6809999999999999,0.10399999999999998,0.215
1e-08,1e-07,0.674125,0.103875,0.222
1e-08,1e-08,0.69275,0.10400000000000001,0.20325000000000001
1e-08,1e-09,0.7055,0.09662499999999999,0.19787500000000002
1e-08,1e-10,0.68875,0.0955,0.21575
1e-09,0.1,0.672375,0.102125,0.2255
1e-09,0.01,0.670875,0.11125,0.21787499999999999
1e-09,0.001,0.66,0.094,0.246
1e-09,0.0001,0.651625,0.11599999999999999,0.232375
1e-09,1e-05,0.68925,0.1005,0.21025000000000002
1e-09,1e-06,0.6930000000000001,0.101875,0.20512499999999997
1e-09,1e-07,0.6668749999999999,0.107375,0.22575
1e-09,1e-08,0.6719999999999999,0.10937499999999999,0.218625
1e-09,1e-09,0.6597500000000001,0.09825,0.242
1e-09,1e-10,0.652375,0.09775,0.24987499999999999
1e-10,0.1,0.672875,0.094375,0.23275
1e-10,0.01,0.6448750000000001,0.104625,0.2505
1e-10,0.001,0.6985,0.096875,0.20462499999999997
1e-10,0.0001,0.677625,0.106875,0.2155
1e-10,1e-05,0.692375,0.09425,0.213375
1e-10,1e-06,0.6805,0.099875,0.21962500000000001
