alpha_rate,tau_rate,o_winrate,drawrate,x_winrate
1e-06,1000.0,0.560125,0.10925,0.330625
1e-06,112000.0,0.667875,0.09612499999999999,0.23600000000000002
1e-06,223000.0,0.6712499999999999,0.09912499999999999,0.22962500000000002
1e-06,334000.0,0.7092499999999999,0.09487500000000001,0.195875
1e-06,445000.0,0.7035,0.10137499999999999,0.195125
1e-06,556000.0,0.684375,0.10012499999999999,0.21549999999999997
1e-06,667000.0,0.7084999999999999,0.10162500000000001,0.18987500000000002
1e-06,778000.0,0.6629999999999999,0.110875,0.226125
1e-06,889000.0,0.70425,0.09725,0.1985
1e-06,1000000.0,0.71375,0.10250000000000001,0.18375
0.00011200000000000001,1000.0,0.532375,0.10975000000000001,0.35787500000000005
0.00011200000000000001,112000.0,0.632125,0.104875,0.263
0.00011200000000000001,223000.0,0.670625,0.09587500000000002,0.2335
0.00011200000000000001,334000.0,0.663125,0.0965,0.24037499999999998
0.00011200000000000001,445000.0,0.6716249999999999,0.0975,0.23087499999999997
0.00011200000000000001,556000.0,0.67275,0.105875,0.22137500000000004
0.00011200000000000001,667000.0,0.692625,0.09112500000000001,0.21625
0.00011200000000000001,778000.0,0.630625,0.10600000000000001,0.263375
0.00011200000000000001,889000.0,0.693875,0.09325000000000001,0.21287499999999998
0.00011200000000000001,1000000.0,0.672,0.108125,0.21987500000000001
0.00022300000000000003,1000.0,0.511625,0.11737500000000001,0.371
0.00022300000000000003,112000.0,0.65925,0.10012499999999999,0.24062499999999998
0.00022300000000000003,223000.0,0.6367499999999999,0.10687500000000001,0.256375
0.00022300000000000003,334000.0,0.68725,0.09525,0.2175
0.00022300000000000003,445000.0,0.67525,0.099875,0.22487500000000002
0.00022300000000000003,556000.0,0.6735,0.10925,0.21725
0.00022300000000000003,667000.0,0.642,0.10025,0.25775
0.00022300000000000003,778000.0,0.6555,0.10362500000000001,0.240875
0.00022300000000000003,889000.0,0.664,0.098125,0.23787500000000003
0.00022300000000000003,1000000.0,0.657125,0.10550000000000001,0.237375
0.0003340000000000001,1000.0,0.47524999999999995,0.13137500000000002,0.39337500000000003
0.0003340000000000001,112000.0,0.638625,0.104625,0.25675000000000003
0.0003340000000000001,223000.0,0.6265,0.11187500000000002,0.261625
0.0003340000000000001,334000.0,0.61,0.097875,0.292125
0.0003340000000000001,445000.0,0.60575,0.098125,0.296125
0.0003340000000000001,556000.0,0.62025,0.105,0.27475000000000005
0.0003340000000000001,667000.0,0.644,0.10425000000000001,0.25175000000000003
0.0003340000000000001,778000.0,0.6428750000000001,0.10625,0.25087499999999996
0.0003340000000000001,889000.0,0.6467499999999999,0.099,0.25425
0.0003340000000000001,1000000.0,0.65125,0.0985,0.25025
0.0004450000000000001,1000.0,0.461125,0.13037500000000002,0.4085
0.0004450000000000001,112000.0,0.625375,0.095,0.279625
0.0004450000000000001,223000.0,0.61875,0.108375,0.27287500000000003
0.0004450000000000001,334000.0,0.628375,0.10574999999999998,0.26587500000000003
0.0004450000000000001,445000.0,0.6205,0.09925,0.28025
0.0004450000000000001,556000.0,0.65525,0.10075,0.244
0.0004450000000000001,667000.0,0.617,0.11162500000000002,0.27137500000000003
0.0004450000000000001,778000.0,0.619375,0.098,0.282625
0.0004450000000000001,889000.0,0.658875,0.108875,0.23225
0.0004450000000000001,1000000.0,0.61175,0.104625,0.28362499999999996
0.0005560000000000001,1000.0,0.44737499999999997,0.1265,0.426125
0.0005560000000000001,112000.0,0.5780000000000001,0.102,0.32
0.0005560000000000001,223000.0,0.5975,0.10475000000000001,0.29774999999999996
0.0005560000000000001,334000.0,0.613625,0.10762500000000001,0.27875
0.0005560000000000001,445000.0,0.614375,0.1005,0.28512499999999996
0.0005560000000000001,556000.0,0.575375,0.10650000000000001,0.318125
0.0005560000000000001,667000.0,0.6623749999999999,0.106375,0.23125
0.0005560000000000001,778000.0,0.6265000000000001,0.106375,0.26712499999999995
0.0005560000000000001,889000.0,0.637875,0.099875,0.26225
0.0005560000000000001,1000000.0,0.625,0.10362500000000001,0.271375
0.0006670000000000002,1000.0,0.44175,0.13137500000000002,0.426875
0.0006670000000000002,112000.0,0.583375,0.10525000000000001,0.311375
0.0006670000000000002,223000.0,0.5945,0.10637500000000001,0.299125
0.0006670000000000002,334000.0,0.5782499999999999,0.11900000000000001,0.30274999999999996
0.0006670000000000002,445000.0,0.5836250000000001,0.1045,0.311875
0.0006670000000000002,556000.0,0.6125,0.10062499999999999,0.286875
0.0006670000000000002,667000.0,0.612875,0.10687500000000001,0.28025
0.0006670000000000002,778000.0,0.6,0.10337500000000001,0.296625
0.0006670000000000002,889000.0,0.6108750000000001,0.10899999999999999,0.280125
0.0006670000000000002,1000000.0,0.6165,0.107125,0.27637500000000004
0.0007780000000000002,1000.0,0.428875,0.1325,0.43862500000000004
0.0007780000000000002,112000.0,0.52525,0.11324999999999999,0.3615
0.0007780000000000002,223000.0,0.596625,0.108,0.295375
0.0007780000000000002,334000.0,0.522625,0.12662500000000002,0.35075
0.0007780000000000002,445000.0,0.57375,0.11025000000000001,0.316
0.0007780000000000002,556000.0,0.566,0.107375,0.32662499999999994
0.0007780000000000002,667000.0,0.556,0.11862500000000001,0.325375
0.0007780000000000002,778000.0,0.608125,0.10762500000000001,0.28425000000000006
0.0007780000000000002,889000.0,0.598375,0.1055,0.296125
0.0007780000000000002,1000000.0,0.5658749999999999,0.10725,0.32687499999999997
0.0008890000000000001,1000.0,0.417875,0.132,0.450125
0.0008890000000000001,112000.0,0.52125,0.11050000000000001,0.36824999999999997
