o_win,draw,x_win
0.0,0.986,0.014
0.0,0.984,0.016
0.0,0.9795,0.0205
0.0,0.986,0.014
0.0,0.9775,0.0225
0.0,0.979,0.021
0.0,0.9795,0.0205
0.0,0.9785,0.0215
0.0,0.9705,0.0295
0.0,0.972,0.028
0.0,0.97,0.03
0.0,0.9665,0.0335
0.0,0.9625,0.0375
0.0,0.956,0.044
0.0,0.9525,0.0475
0.0,0.96,0.04
0.0,0.951,0.049
0.0,0.936,0.064
0.0,0.936,0.064
0.0,0.9385,0.0615
0.0,0.925,0.075
0.0,0.918,0.082
0.0,0.909,0.091
0.0,0.9095,0.0905
0.0,0.8675,0.1325
0.0,0.8695,0.1305
0.0,0.8535,0.1465
0.0,0.836,0.164
0.0,0.797,0.203
0.0,0.773,0.227
0.0,0.76,0.24
0.0,0.718,0.282
0.0,0.6825,0.3175
0.0,0.6145,0.3855
0.0,0.576,0.424
0.0,0.5355,0.4645
0.0,0.4705,0.5295
0.0,0.3795,0.6205
0.0,0.31,0.69
0.0,0.2245,0.7755
0.0,0.174,0.826
0.0,0.114,0.886
0.0,0.058,0.942
0.0,0.03,0.97
0.0,0.0205,0.9795
0.0,0.01,0.99
0.0,0.01,0.99
0.0,0.007,0.993
0.0,0.0065,0.9935
