o_win,draw,x_win
0.0065,0.9935,0.0
0.0105,0.9895,0.0
0.0065,0.9935,0.0
0.0085,0.9915,0.0
0.008,0.992,0.0
0.0085,0.9915,0.0
0.0055,0.9945,0.0
0.0095,0.9905,0.0
0.009,0.991,0.0
0.0075,0.9925,0.0
0.0115,0.9885,0.0
0.008,0.992,0.0
0.0135,0.9865,0.0
0.0115,0.9885,0.0
0.014,0.986,0.0
0.014,0.986,0.0
0.0185,0.9815,0.0
0.0195,0.9805,0.0
0.0205,0.9795,0.0
0.0175,0.9825,0.0
0.0195,0.9805,0.0
0.0295,0.9705,0.0
0.032,0.968,0.0
0.0385,0.9615,0.0
0.039,0.961,0.0
0.041,0.959,0.0
0.046,0.954,0.0
0.06,0.94,0.0
0.066,0.934,0.0
0.0735,0.9265,0.0
0.083,0.917,0.0
0.094,0.906,0.0
0.1105,0.8895,0.0
0.127,0.873,0.0
0.1535,0.8465,0.0
0.183,0.817,0.0
0.2205,0.7795,0.0
0.264,0.736,0.0
0.32,0.68,0.0
0.363,0.637,0.0
0.4415,0.5585,0.0
0.4985,0.5015,0.0
0.5865,0.4135,0.0
0.655,0.345,0.0
0.7405,0.2595,0.0
0.76,0.24,0.0
0.7815,0.2185,0.0
0.799,0.201,0.0
0.813,0.187,0.0
