o_win,draw,x_win
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0005,0.9995,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.001,0.999,0.0
0.0,1.0,0.0
0.001,0.999,0.0
0.0005,0.9995,0.0
0.0025,0.9975,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0005,0.9995,0.0
0.0005,0.9995,0.0
0.0,1.0,0.0
0.0005,0.9995,0.0
0.0005,0.9995,0.0
0.001,0.999,0.0
0.0005,0.9995,0.0
0.0015,0.9985,0.0
0.0005,0.9995,0.0
0.001,0.999,0.0
0.001,0.999,0.0
0.001,0.999,0.0
0.001,0.999,0.0
0.002,0.998,0.0
0.0015,0.9985,0.0
0.001,0.999,0.0
0.001,0.999,0.0
0.0025,0.9975,0.0
0.0,1.0,0.0
0.004,0.996,0.0
0.002,0.998,0.0
0.003,0.997,0.0
0.006,0.994,0.0
0.009,0.991,0.0
0.0155,0.9845,0.0
0.0355,0.9645,0.0
0.0895,0.9105,0.0
0.546,0.454,0.0
