o_win,draw,x_win
0.00675,0.0515,0.94175
0.0085,0.05875,0.93275
0.01075,0.0525,0.93675
0.0095,0.053,0.9375
0.0105,0.054,0.9355
0.008,0.05025,0.94175
0.0095,0.05775,0.93275
0.01,0.056,0.934
0.01,0.052,0.938
0.008,0.0595,0.9325
0.011,0.0575,0.9315
0.01125,0.0505,0.93825
0.0085,0.046,0.9455
0.009,0.06175,0.92925
0.00975,0.05725,0.933
0.01175,0.05225,0.936
0.012,0.06325,0.92475
0.01525,0.05525,0.9295
0.0125,0.05775,0.92975
0.0125,0.05875,0.92875
0.01175,0.05925,0.929
0.013,0.06225,0.92475
0.01275,0.059,0.92825
0.01225,0.056,0.93175
0.015,0.057,0.928
0.0125,0.05225,0.93525
0.01575,0.05625,0.928
0.0175,0.06325,0.91925
0.0165,0.06025,0.92325
0.01775,0.0585,0.92375
0.0165,0.061,0.9225
0.0165,0.06025,0.92325
0.01625,0.06025,0.9235
0.018,0.0625,0.9195
0.01825,0.064,0.91775
0.017,0.0655,0.9175
0.02475,0.061,0.91425
0.02825,0.06625,0.9055
0.0295,0.066,0.9045
0.0375,0.06875,0.89375
0.03875,0.0655,0.89575
0.04525,0.0665,0.88825
0.0525,0.072,0.8755
0.06125,0.07825,0.8605
0.07775,0.07475,0.8475
0.09975,0.0765,0.82375
0.13175,0.08325,0.785
0.1705,0.09675,0.73275
0.25925,0.1185,0.62225
