o_win,draw,x_win
0.01625,0.0475,0.93625
0.01425,0.046,0.93975
0.0185,0.048,0.9335
0.01225,0.05025,0.9375
0.01875,0.04525,0.936
0.01725,0.04775,0.935
0.0195,0.0515,0.929
0.022,0.04775,0.93025
0.01675,0.046,0.93725
0.0205,0.0495,0.93
0.01475,0.0525,0.93275
0.0195,0.05075,0.92975
0.0195,0.05,0.9305
0.01875,0.05525,0.926
0.01775,0.05275,0.9295
0.02025,0.0515,0.92825
0.02225,0.05375,0.924
0.02,0.064,0.916
0.024,0.05625,0.91975
0.021,0.0495,0.9295
0.01925,0.04675,0.934
0.02225,0.053,0.92475
0.02325,0.052,0.92475
0.022,0.04725,0.93075
0.02725,0.0495,0.92325
0.0255,0.05275,0.92175
0.02475,0.04875,0.9265
0.02575,0.05,0.92425
0.03075,0.05525,0.914
0.02675,0.05425,0.919
0.0325,0.05375,0.91375
0.024,0.052,0.924
0.032,0.0535,0.9145
0.035,0.05125,0.91375
0.03625,0.05325,0.9105
0.02925,0.0525,0.91825
0.04025,0.052,0.90775
0.0415,0.0525,0.906
0.04225,0.057,0.90075
0.048,0.0565,0.8955
0.04925,0.0545,0.89625
0.05475,0.0575,0.88775
0.06275,0.0535,0.88375
0.06975,0.05225,0.878
0.08325,0.05925,0.8575
0.10675,0.0695,0.82375
0.1325,0.07925,0.78825
0.20675,0.10125,0.692
0.26225,0.11775,0.62
