o_win,draw,x_win
0.01725,0.06125,0.9215
0.01725,0.05725,0.9255
0.012,0.0625,0.9255
0.013,0.05625,0.93075
0.016,0.0555,0.9285
0.0175,0.062,0.9205
0.014,0.0595,0.9265
0.01575,0.054,0.93025
0.018,0.063,0.919
0.017,0.0585,0.9245
0.01675,0.06125,0.922
0.022,0.06225,0.91575
0.0225,0.056,0.9215
0.01925,0.06,0.92075
0.01875,0.064,0.91725
0.019,0.06425,0.91675
0.01975,0.056,0.92425
0.02125,0.0615,0.91725
0.0195,0.067,0.9135
0.0205,0.067,0.9125
0.01975,0.05975,0.9205
0.021,0.062,0.917
0.0215,0.06625,0.91225
0.02425,0.0685,0.90725
0.02525,0.06825,0.9065
0.02425,0.06225,0.9135
0.0235,0.061,0.9155
0.025,0.06375,0.91125
0.03275,0.06925,0.898
0.026,0.06675,0.90725
0.027,0.0765,0.8965
0.02725,0.0625,0.91025
0.0335,0.07,0.8965
0.03725,0.0685,0.89425
0.03825,0.07175,0.89
0.04275,0.07075,0.8865
0.04175,0.07625,0.882
0.0455,0.07775,0.87675
0.05175,0.073,0.87525
0.05325,0.07525,0.8715
0.06025,0.076,0.86375
0.06725,0.08225,0.8505
0.07675,0.08325,0.84
0.089,0.08825,0.82275
0.102,0.09125,0.80675
0.12725,0.08775,0.785
0.151,0.09675,0.75225
0.201,0.0905,0.7085
0.26125,0.122,0.61675
