o_win,draw,x_win
0.02975,0.06475,0.9055
0.02725,0.065,0.90775
0.03475,0.0735,0.89175
0.0315,0.07,0.8985
0.02875,0.06725,0.904
0.03375,0.06375,0.9025
0.03075,0.0705,0.89875
0.03225,0.0645,0.90325
0.03525,0.07275,0.892
0.037,0.07525,0.88775
0.02925,0.073,0.89775
0.04125,0.06725,0.8915
0.03425,0.07,0.89575
0.03275,0.0755,0.89175
0.03475,0.07075,0.8945
0.03225,0.071,0.89675
0.0405,0.085,0.8745
0.03625,0.07325,0.8905
0.039,0.0755,0.8855
0.039,0.075,0.886
0.04525,0.07175,0.883
0.041,0.0735,0.8855
0.0395,0.07225,0.88825
0.03675,0.075,0.88825
0.047,0.0685,0.8845
0.048,0.081,0.871
0.048,0.07325,0.87875
0.04725,0.071,0.88175
0.05425,0.08475,0.861
0.05525,0.08475,0.86
0.049,0.08075,0.87025
0.058,0.077,0.865
0.05925,0.0865,0.85425
0.05625,0.0875,0.85625
0.06475,0.0885,0.84675
0.06725,0.08375,0.849
0.07325,0.08225,0.8445
0.08,0.082,0.838
0.0835,0.08875,0.82775
0.097,0.0865,0.8165
0.0935,0.08525,0.82125
0.097,0.0825,0.8205
0.11275,0.0865,0.80075
0.127,0.09,0.783
0.13275,0.094,0.77325
0.163,0.099,0.738
0.1915,0.10275,0.70575
0.23325,0.1175,0.64925
0.282,0.12175,0.59625
