o_win,draw,x_win
0.0335,0.0645,0.902
0.03175,0.05975,0.9085
0.0325,0.062,0.9055
0.03625,0.0635,0.90025
0.03175,0.07025,0.898
0.03925,0.06675,0.894
0.032,0.0585,0.9095
0.04,0.06025,0.89975
0.03625,0.07275,0.891
0.03325,0.06225,0.9045
0.036,0.064,0.9
0.04625,0.05775,0.896
0.03725,0.0725,0.89025
0.03275,0.061,0.90625
0.039,0.06425,0.89675
0.03725,0.069,0.89375
0.04125,0.0625,0.89625
0.0445,0.06975,0.88575
0.038,0.0715,0.8905
0.04625,0.0665,0.88725
0.0435,0.07175,0.88475
0.042,0.07175,0.88625
0.0405,0.07125,0.88825
0.051,0.0655,0.8835
0.05075,0.0775,0.87175
0.05025,0.07025,0.8795
0.049,0.06375,0.88725
0.04875,0.0725,0.87875
0.0555,0.06275,0.88175
0.053,0.076,0.871
0.0565,0.06925,0.87425
0.05625,0.0785,0.86525
0.06875,0.06925,0.862
0.059,0.07425,0.86675
0.0605,0.076,0.8635
0.063,0.074,0.863
0.07425,0.08275,0.843
0.0725,0.07925,0.84825
0.08275,0.07275,0.8445
0.0865,0.08125,0.83225
0.0975,0.08725,0.81525
0.0985,0.0785,0.823
0.105,0.083,0.812
0.12975,0.089,0.78125
0.137,0.09125,0.77175
0.1575,0.09075,0.75175
0.18425,0.0965,0.71925
0.2325,0.113,0.6545
0.277,0.13775,0.58525
