o_win,draw,x_win
0.0,0.9825,0.0175
0.0,0.982,0.018
0.0,0.981,0.019
0.0,0.984,0.016
0.0,0.979,0.021
0.0,0.9785,0.0215
0.0,0.973,0.027
0.0,0.9685,0.0315
0.0,0.974,0.026
0.0,0.976,0.024
0.0,0.9665,0.0335
0.0,0.9645,0.0355
0.0,0.9615,0.0385
0.0,0.964,0.036
0.0,0.957,0.043
0.0,0.956,0.044
0.0,0.9445,0.0555
0.0,0.9365,0.0635
0.0,0.924,0.076
0.0,0.9235,0.0765
0.0,0.9225,0.0775
0.0,0.919,0.081
0.0,0.913,0.087
0.0,0.8935,0.1065
0.0,0.8885,0.1115
0.0,0.8655,0.1345
0.0,0.857,0.143
0.0,0.8395,0.1605
0.0,0.8135,0.1865
0.0,0.7775,0.2225
0.0,0.775,0.225
0.0,0.726,0.274
0.0,0.694,0.306
0.0,0.652,0.348
0.0,0.5885,0.4115
0.0,0.527,0.473
0.0,0.4735,0.5265
0.0,0.38,0.62
0.0,0.307,0.693
0.0,0.229,0.771
0.0,0.157,0.843
0.0,0.102,0.898
0.0,0.056,0.944
0.0,0.038,0.962
0.0,0.0215,0.9785
0.0,0.01,0.99
0.0,0.0035,0.9965
0.0,0.005,0.995
0.0,0.006,0.994
