o_win,draw,x_win
0.54275,0.13675,0.3205
0.53475,0.13825,0.327
0.5265,0.1385,0.335
0.534,0.1385,0.3275
0.528,0.13775,0.33425
0.5285,0.1375,0.334
0.52575,0.144,0.33025
0.5235,0.1355,0.341
0.5225,0.137,0.3405
0.533,0.126,0.341
0.51125,0.137,0.35175
0.52475,0.14475,0.3305
0.51425,0.14425,0.3415
0.52725,0.1405,0.33225
0.52125,0.133,0.34575
0.522,0.1475,0.3305
0.529,0.13875,0.33225
0.51725,0.14225,0.3405
0.51925,0.14075,0.34
0.53125,0.12725,0.3415
0.5235,0.1415,0.335
0.4955,0.145,0.3595
0.52125,0.14325,0.3355
0.515,0.14875,0.33625
0.52575,0.1345,0.33975
0.516,0.14875,0.33525
0.52775,0.13425,0.338
0.52075,0.144,0.33525
0.503,0.14125,0.35575
0.51625,0.13975,0.344
0.523,0.13525,0.34175
0.51475,0.14425,0.341
0.5275,0.14625,0.32625
0.521,0.14225,0.33675
0.516,0.13175,0.35225
0.51625,0.13475,0.349
0.51575,0.141,0.34325
0.52225,0.131,0.34675
0.526,0.12775,0.34625
0.52025,0.1375,0.34225
0.51475,0.13225,0.353
0.5015,0.13725,0.36125
0.521,0.1245,0.3545
0.526,0.13225,0.34175
0.48475,0.1315,0.38375
0.49425,0.12825,0.3775
0.4635,0.12675,0.40975
0.39475,0.131,0.47425
0.31475,0.12675,0.5585
