o_win,draw,x_win
0.531,0.1365,0.3325
0.51025,0.14525,0.3445
0.5235,0.14125,0.33525
0.52025,0.1415,0.33825
0.52375,0.128,0.34825
0.52125,0.1405,0.33825
0.52875,0.13675,0.3345
0.5255,0.14175,0.33275
0.5235,0.13675,0.33975
0.521,0.13975,0.33925
0.51725,0.137,0.34575
0.53375,0.13425,0.332
0.521,0.1425,0.3365
0.52675,0.14725,0.326
0.52675,0.13725,0.336
0.53425,0.13675,0.329
0.52475,0.147,0.32825
0.5145,0.14925,0.33625
0.51775,0.1355,0.34675
0.52275,0.13475,0.3425
0.52475,0.13975,0.3355
0.514,0.1375,0.3485
0.5255,0.141,0.3335
0.531,0.138,0.331
0.527,0.13825,0.33475
0.5225,0.141,0.3365
0.532,0.142,0.326
0.512,0.13925,0.34875
0.52,0.1325,0.3475
0.5215,0.142,0.3365
0.52025,0.144,0.33575
0.5245,0.13675,0.33875
0.528,0.1365,0.3355
0.5135,0.14075,0.34575
0.50725,0.1395,0.35325
0.52625,0.1435,0.33025
0.5195,0.1305,0.35
0.52175,0.14025,0.338
0.5255,0.1345,0.34
0.50875,0.143,0.34825
0.5215,0.136,0.3425
0.506,0.1435,0.3505
0.5195,0.13675,0.34375
0.52125,0.13025,0.3485
0.4975,0.13975,0.36275
0.497,0.14425,0.35875
0.47175,0.13425,0.394
0.42175,0.134,0.44425
0.33925,0.137,0.52375
