o_win,draw,x_win
0.4995,0.146,0.3545
0.51775,0.14225,0.34
0.51325,0.1355,0.35125
0.53225,0.13225,0.3355
0.52725,0.1295,0.34325
0.51925,0.13275,0.348
0.512,0.13525,0.35275
0.507,0.1475,0.3455
0.50525,0.1395,0.35525
0.52725,0.128,0.34475
0.51725,0.14,0.34275
0.51175,0.1435,0.34475
0.5165,0.13325,0.35025
0.51175,0.1435,0.34475
0.51925,0.13675,0.344
0.515,0.1345,0.3505
0.51475,0.13675,0.3485
0.51875,0.13475,0.3465
0.4875,0.139,0.3735
0.5205,0.13425,0.34525
0.51225,0.132,0.35575
0.5195,0.139,0.3415
0.51625,0.1355,0.34825
0.49575,0.13875,0.3655
0.49425,0.1365,0.36925
0.5085,0.1295,0.362
0.511,0.1325,0.3565
0.5175,0.14175,0.34075
0.50075,0.13675,0.3625
0.50075,0.1425,0.35675
0.5075,0.12575,0.36675
0.5105,0.13625,0.35325
0.51375,0.1255,0.36075
0.49925,0.13675,0.364
0.49525,0.12775,0.377
0.49175,0.13475,0.3735
0.49225,0.133,0.37475
0.48625,0.1335,0.38025
0.4775,0.1265,0.396
0.47375,0.12525,0.401
0.474,0.12975,0.39625
0.46725,0.122,0.41075
0.458,0.12825,0.41375
0.444,0.132,0.424
0.417,0.129,0.454
0.40375,0.12675,0.4695
0.359,0.12575,0.51525
0.3405,0.1185,0.541
0.30175,0.12525,0.573
