o_win,draw,x_win
0.509,0.147,0.344
0.5185,0.136,0.3455
0.521,0.1395,0.3395
0.523,0.14725,0.32975
0.5135,0.13975,0.34675
0.51925,0.1415,0.33925
0.51975,0.13875,0.3415
0.5215,0.14175,0.33675
0.52,0.13425,0.34575
0.524,0.13575,0.34025
0.518,0.13225,0.34975
0.52125,0.13925,0.3395
0.5195,0.14075,0.33975
0.5175,0.14025,0.34225
0.52475,0.1455,0.32975
0.529,0.14275,0.32825
0.5255,0.133,0.3415
0.5145,0.137,0.3485
0.511,0.14,0.349
0.51925,0.128,0.35275
0.512,0.1425,0.3455
0.52725,0.13925,0.3335
0.524,0.13225,0.34375
0.5115,0.14775,0.34075
0.52075,0.13725,0.342
0.50675,0.149,0.34425
0.519,0.14175,0.33925
0.517,0.1315,0.3515
0.506,0.14025,0.35375
0.519,0.14425,0.33675
0.5135,0.14275,0.34375
0.50575,0.1375,0.35675
0.5195,0.12725,0.35325
0.523,0.13225,0.34475
0.52525,0.1365,0.33825
0.5145,0.13025,0.35525
0.5335,0.124,0.3425
0.5135,0.1345,0.352
0.50025,0.13575,0.364
0.50675,0.12425,0.369
0.50175,0.13025,0.368
0.497,0.13175,0.37125
0.4835,0.12975,0.38675
0.46175,0.13025,0.408
0.4475,0.1325,0.42
0.4065,0.12875,0.46475
0.36875,0.12625,0.505
0.3335,0.129,0.5375
0.30475,0.11975,0.5755
