o_win,draw,x_win
0.53175,0.134,0.33425
0.50725,0.14625,0.3465
0.52225,0.13925,0.3385
0.51725,0.13125,0.3515
0.52025,0.13975,0.34
0.519,0.1475,0.3335
0.52125,0.14325,0.3355
0.535,0.139,0.326
0.5185,0.1465,0.335
0.51375,0.14475,0.3415
0.5255,0.145,0.3295
0.5175,0.135,0.3475
0.51425,0.143,0.34275
0.51975,0.14,0.34025
0.518,0.1465,0.3355
0.517,0.1435,0.3395
0.52025,0.13425,0.3455
0.50125,0.14075,0.358
0.53825,0.1375,0.32425
0.517,0.14625,0.33675
0.5075,0.1435,0.349
0.52025,0.13125,0.3485
0.52175,0.14225,0.336
0.521,0.1485,0.3305
0.51475,0.1335,0.35175
0.5165,0.14225,0.34125
0.507,0.14225,0.35075
0.51925,0.135,0.34575
0.522,0.15225,0.32575
0.5305,0.12525,0.34425
0.52,0.135,0.345
0.53275,0.1345,0.33275
0.5105,0.14475,0.34475
0.51975,0.13325,0.347
0.51275,0.13425,0.353
0.51475,0.13725,0.348
0.5385,0.136,0.3255
0.52275,0.1435,0.33375
0.51775,0.136,0.34625
0.52175,0.13225,0.346
0.52525,0.12675,0.348
0.518,0.1375,0.3445
0.514,0.12975,0.35625
0.51325,0.13225,0.3545
0.5015,0.13875,0.35975
0.497,0.13075,0.37225
0.47275,0.1285,0.39875
0.413,0.128,0.459
0.32175,0.13075,0.5475
