o_win,draw,x_win
0.32425,0.136,0.53975
0.329,0.1285,0.5425
0.331,0.11875,0.55025
0.31425,0.13375,0.552
0.32625,0.11975,0.554
0.3175,0.13075,0.55175
0.30775,0.13,0.56225
0.32525,0.13375,0.541
0.2975,0.132,0.5705
0.31625,0.1295,0.55425
0.31325,0.118,0.56875
0.31575,0.13525,0.549
0.30625,0.1395,0.55425
0.31425,0.126,0.55975
0.3015,0.1265,0.572
0.314,0.12725,0.55875
0.306,0.117,0.577
0.31225,0.127,0.56075
0.314,0.1225,0.5635
0.30675,0.12575,0.5675
0.2905,0.13125,0.57825
0.3075,0.13525,0.55725
0.2995,0.12975,0.57075
0.305,0.1235,0.5715
0.296,0.13075,0.57325
0.299,0.129,0.572
0.29575,0.11775,0.5865
0.29225,0.13125,0.5765
0.30425,0.12125,0.5745
0.28925,0.13,0.58075
0.29625,0.12875,0.575
0.29225,0.13075,0.577
0.30925,0.12075,0.57
0.30075,0.12625,0.573
0.29925,0.13025,0.5705
0.28025,0.13,0.58975
0.3,0.11925,0.58075
0.302,0.132,0.566
0.29475,0.12375,0.5815
0.28375,0.1265,0.58975
0.29225,0.1215,0.58625
0.2815,0.12875,0.58975
0.2935,0.13,0.5765
0.28175,0.137,0.58125
0.29825,0.1275,0.57425
0.28875,0.13175,0.5795
0.27275,0.1415,0.58575
0.28975,0.123,0.58725
0.28125,0.1315,0.58725
