o_win,draw,x_win
0.20675,0.11675,0.6765
0.20575,0.10975,0.6845
0.215,0.1125,0.6725
0.217,0.123,0.66
0.2175,0.11575,0.66675
0.1955,0.12425,0.68025
0.21,0.1115,0.6785
0.21875,0.12225,0.659
0.2085,0.12675,0.66475
0.21725,0.11275,0.67
0.21825,0.11425,0.6675
0.2125,0.11625,0.67125
0.22975,0.1225,0.64775
0.21975,0.11925,0.661
0.215,0.11125,0.67375
0.234,0.11475,0.65125
0.2305,0.122,0.6475
0.23175,0.11125,0.657
0.23175,0.1165,0.65175
0.233,0.11425,0.65275
0.24175,0.1265,0.63175
0.22625,0.118,0.65575
0.23,0.121,0.649
0.2315,0.12025,0.64825
0.242,0.1225,0.6355
0.24275,0.118,0.63925
0.23625,0.12775,0.636
0.24975,0.1165,0.63375
0.249,0.11525,0.63575
0.2525,0.1245,0.623
0.2615,0.1185,0.62
0.24875,0.1275,0.62375
0.24525,0.1275,0.62725
0.26325,0.13025,0.6065
0.25325,0.128,0.61875
0.2675,0.1225,0.61
0.261,0.126,0.613
0.2755,0.1185,0.606
0.25975,0.122,0.61825
0.27475,0.1215,0.60375
0.28425,0.122,0.59375
0.27475,0.12475,0.6005
0.2735,0.12125,0.60525
0.26975,0.1315,0.59875
0.27925,0.11625,0.6045
0.28275,0.13225,0.585
0.2775,0.127,0.5955
0.2805,0.1225,0.597
0.2905,0.1185,0.591
