o_win,draw,x_win
0.01175,0.04675,0.9415
0.01525,0.053,0.93175
0.01225,0.05625,0.9315
0.0155,0.04925,0.93525
0.01825,0.057,0.92475
0.01475,0.05525,0.93
0.01475,0.054,0.93125
0.01425,0.057,0.92875
0.01375,0.063,0.92325
0.01625,0.065,0.91875
0.01625,0.057,0.92675
0.0165,0.0575,0.926
0.0145,0.054,0.9315
0.0125,0.0485,0.939
0.019,0.052,0.929
0.01875,0.05575,0.9255
0.021,0.0605,0.9185
0.0185,0.06175,0.91975
0.01675,0.06,0.92325
0.0225,0.055,0.9225
0.019,0.057,0.924
0.01875,0.05875,0.9225
0.01975,0.05875,0.9215
0.0215,0.0555,0.923
0.021,0.0585,0.9205
0.0275,0.0595,0.913
0.02225,0.06625,0.9115
0.02525,0.06,0.91475
0.022,0.06325,0.91475
0.025,0.05925,0.91575
0.028,0.05775,0.91425
0.029,0.0715,0.8995
0.02925,0.0635,0.90725
0.0285,0.0615,0.91
0.0305,0.0635,0.906
0.03475,0.0585,0.90675
0.032,0.0645,0.9035
0.03325,0.072,0.89475
0.0495,0.06925,0.88125
0.0445,0.06625,0.88925
0.05425,0.06025,0.8855
0.065,0.0785,0.8565
0.062,0.07725,0.86075
0.077,0.07175,0.85125
0.08475,0.074,0.84125
0.117,0.085,0.798
0.1285,0.085,0.7865
0.192,0.09675,0.71125
0.2535,0.1255,0.621
