o_win,draw,x_win
0.01325,0.059,0.92775
0.0105,0.05675,0.93275
0.01275,0.05725,0.93
0.01775,0.0575,0.92475
0.0125,0.059,0.9285
0.015,0.062,0.923
0.0125,0.064,0.9235
0.01725,0.0625,0.92025
0.015,0.06275,0.92225
0.018,0.04825,0.93375
0.0145,0.0525,0.933
0.0185,0.06,0.9215
0.01575,0.06625,0.918
0.017,0.06625,0.91675
0.0175,0.06475,0.91775
0.01525,0.061,0.92375
0.0185,0.06,0.9215
0.01825,0.064,0.91775
0.01575,0.06425,0.92
0.01625,0.057,0.92675
0.021,0.05975,0.91925
0.02125,0.05975,0.919
0.018,0.06225,0.91975
0.01475,0.05775,0.9275
0.0225,0.062,0.9155
0.01875,0.0625,0.91875
0.02575,0.0585,0.91575
0.0215,0.06425,0.91425
0.0235,0.06075,0.91575
0.022,0.074,0.904
0.0245,0.062,0.9135
0.02525,0.06625,0.9085
0.0285,0.06325,0.90825
0.02825,0.0545,0.91725
0.03,0.06825,0.90175
0.0395,0.0695,0.891
0.04175,0.0725,0.88575
0.04225,0.07175,0.886
0.04325,0.073,0.88375
0.04875,0.076,0.87525
0.04475,0.08,0.87525
0.061,0.071,0.868
0.076,0.075,0.849
0.08575,0.08025,0.834
0.103,0.08125,0.81575
0.10525,0.0855,0.80925
0.143,0.0915,0.7655
0.18875,0.1,0.71125
0.2525,0.125,0.6225
