o_win,draw,x_win
0.024,0.047,0.929
0.0315,0.044,0.9245
0.024,0.0565,0.9195
0.028,0.05475,0.91725
0.03075,0.04975,0.9195
0.02275,0.055,0.92225
0.02325,0.05525,0.9215
0.0255,0.0565,0.918
0.028,0.04625,0.92575
0.02925,0.05175,0.919
0.03025,0.04925,0.9205
0.03275,0.04825,0.919
0.03375,0.049,0.91725
0.0315,0.04825,0.92025
0.03425,0.0475,0.91825
0.024,0.051,0.925
0.02975,0.04975,0.9205
0.029,0.0525,0.9185
0.03325,0.0515,0.91525
0.03025,0.0545,0.91525
0.03175,0.05325,0.915
0.03,0.0535,0.9165
0.03675,0.051,0.91225
0.03675,0.049,0.91425
0.03275,0.0475,0.91975
0.035,0.048,0.917
0.03175,0.05325,0.915
0.03775,0.0525,0.90975
0.04075,0.05375,0.9055
0.04,0.04975,0.91025
0.03775,0.04775,0.9145
0.04225,0.05675,0.901
0.04725,0.04925,0.9035
0.0475,0.0495,0.903
0.04775,0.04675,0.9055
0.053,0.05075,0.89625
0.057,0.0505,0.8925
0.056,0.04975,0.89425
0.053,0.05525,0.89175
0.063,0.05625,0.88075
0.0735,0.0515,0.875
0.07875,0.05825,0.863
0.08925,0.0615,0.84925
0.1,0.0695,0.8305
0.116,0.0715,0.8125
0.15425,0.08275,0.763
0.1875,0.097,0.7155
0.23275,0.11025,0.657
0.27525,0.119,0.60575
