o_win,draw,x_win
0.20125,0.11575,0.683
0.19875,0.11,0.69125
0.2235,0.1155,0.661
0.205,0.1155,0.6795
0.21675,0.11975,0.6635
0.21275,0.117,0.67025
0.20425,0.1155,0.68025
0.219,0.12325,0.65775
0.211,0.11725,0.67175
0.21275,0.12275,0.6645
0.221,0.10975,0.66925
0.22375,0.1105,0.66575
0.223,0.12125,0.65575
0.225,0.1305,0.6445
0.211,0.12475,0.66425
0.21125,0.11925,0.6695
0.22825,0.12325,0.6485
0.2365,0.125,0.6385
0.233,0.12575,0.64125
0.247,0.1045,0.6485
0.23525,0.118,0.64675
0.22625,0.123,0.65075
0.22675,0.119,0.65425
0.24025,0.1175,0.64225
0.245,0.12275,0.63225
0.24,0.11725,0.64275
0.23625,0.1185,0.64525
0.2395,0.1235,0.637
0.24375,0.11925,0.637
0.247,0.117,0.636
0.25225,0.12375,0.624
0.2545,0.12225,0.62325
0.252,0.12525,0.62275
0.25175,0.11525,0.633
0.2545,0.118,0.6275
0.2455,0.11875,0.63575
0.25775,0.1215,0.62075
0.264,0.1195,0.6165
0.27125,0.12725,0.6015
0.27075,0.12025,0.609
0.27225,0.121,0.60675
0.2685,0.12875,0.60275
0.27725,0.12525,0.5975
0.28625,0.13125,0.5825
0.278,0.11275,0.60925
0.28275,0.132,0.58525
0.285,0.12325,0.59175
0.2855,0.12125,0.59325
0.27125,0.12175,0.607
