o_win,draw,x_win
0.00575,0.051,0.94325
0.008,0.05225,0.93975
0.0085,0.051,0.9405
0.007,0.05475,0.93825
0.00875,0.05025,0.941
0.00725,0.051,0.94175
0.01025,0.046,0.94375
0.011,0.05125,0.93775
0.0065,0.05575,0.93775
0.00525,0.04475,0.95
0.00775,0.05475,0.9375
0.00725,0.05725,0.9355
0.0095,0.05125,0.93925
0.00825,0.04825,0.9435
0.008,0.0505,0.9415
0.007,0.05275,0.94025
0.00675,0.05675,0.9365
0.00825,0.0545,0.93725
0.00625,0.052,0.94175
0.00975,0.05175,0.9385
0.01,0.05225,0.93775
0.009,0.06025,0.93075
0.01075,0.0575,0.93175
0.01225,0.058,0.92975
0.01275,0.0535,0.93375
0.0075,0.054,0.9385
0.011,0.063,0.926
0.01025,0.05875,0.931
0.01025,0.05775,0.932
0.01225,0.0565,0.93125
0.014,0.06125,0.92475
0.01175,0.05775,0.9305
0.0145,0.055,0.9305
0.01225,0.062,0.92575
0.0145,0.05975,0.92575
0.01525,0.058,0.92675
0.02125,0.06,0.91875
0.017,0.05975,0.92325
0.02375,0.0715,0.90475
0.02875,0.0685,0.90275
0.03325,0.06125,0.9055
0.0365,0.07375,0.88975
0.04775,0.067,0.88525
0.052,0.07675,0.87125
0.07225,0.07575,0.852
0.0945,0.0835,0.822
0.1195,0.087,0.7935
0.1735,0.09075,0.73575
0.2475,0.121,0.6315
