o_win,draw,x_win
0.01375,0.056,0.93025
0.01275,0.058,0.92925
0.01375,0.04875,0.9375
0.0115,0.04925,0.93925
0.013,0.0625,0.9245
0.0125,0.05175,0.93575
0.0125,0.048,0.9395
0.01475,0.0495,0.93575
0.0115,0.04925,0.93925
0.0145,0.05825,0.92725
0.01775,0.05575,0.9265
0.0175,0.04725,0.93525
0.01275,0.05425,0.933
0.013,0.0555,0.9315
0.01625,0.061,0.92275
0.01475,0.05675,0.9285
0.01675,0.05675,0.9265
0.01775,0.05725,0.925
0.012,0.058,0.93
0.01125,0.0525,0.93625
0.017,0.057,0.926
0.02,0.0495,0.9305
0.017,0.063,0.92
0.021,0.05475,0.92425
0.01775,0.0495,0.93275
0.0205,0.05475,0.92475
0.0235,0.05675,0.91975
0.02575,0.05825,0.916
0.0215,0.0595,0.919
0.024,0.05725,0.91875
0.0245,0.058,0.9175
0.029,0.05625,0.91475
0.02725,0.06125,0.9115
0.0245,0.05175,0.92375
0.03325,0.0625,0.90425
0.03275,0.05775,0.9095
0.0345,0.0645,0.901
0.03,0.06725,0.90275
0.03675,0.066,0.89725
0.04875,0.06425,0.887
0.047,0.0685,0.8845
0.057,0.06625,0.87675
0.06475,0.0675,0.86775
0.08075,0.065,0.85425
0.0895,0.0735,0.837
0.1025,0.079,0.8185
0.1355,0.08075,0.78375
0.1765,0.0985,0.725
0.26425,0.11425,0.6215
